year,subject,microtopic,questions
2023,General Studies I,"Children and vulnerable-section issues: child labour, child adoption, Juvenile Justice Act 2015, child trafficking, age of consent; tribal welfare (denotified tribes), LGBTQIA+ rights, disability rights, manual scavenging, marginalisation of sexual minorities",1
2023,General Studies I,"Physiography of India: geopolitical significance of location, geological divisions, the Peninsular Block, the Himalayas and other peninsular mountains, Indo-Gangetic-Brahmaputra Plain, and physiographic divisions",1
2023,General Studies I,"Population and associated issues: suicide deaths in India, 'great replacement theory' discourse, population crisis in Asian nations, manual scavenging as India's 'dirtiest job', caste-based violence, need for caste census, silver economy and elderly-welfare initiatives (SACRED portal, SAGE, Elder Li",1
2023,General Studies I,"Peasant, tribal, and civil resistance pre- and during-British rule (Santhal Hul, Kol mutiny, Indigo revolt, tribal/peasant/working-class movements 1850-1900)",1
2023,General Studies I,"The Delhi Sultanate (1206-1526): Slave, Khalji, Tughlaq, Sayyid, and Lodi dynasties; Mongol/Turk attacks; administration, economy, urbanization, society, culture, science, and the causes of decline",1
2023,General Studies I,"Family, marriage, and kinship structural shifts in transitional Indian society; validity of Hindu marriages, live-in relationships, raising the legal age for marriage, and the menace of girl-child marriage",1
2023,General Studies I,"Soils and natural vegetation of India: soil classification/texture/degradation/conservation; forest types, cover, conservation, and problems",1
2023,General Studies II,Fundamental Rights vs DPSPs: structural tension resolved via landmark pronouncements; scope expansion via the Right to Privacy judgment,2
2023,General Studies II,"The Judiciary: integrated judicial system, Supreme Court composition/independence/jurisdiction/judicial-review/curative-petition, High Courts, lower judiciary, judicial appointments (collegium system, NJAC controversy), judicial accountability and corruption issues, PIL, judicial activism, and alter",2
2023,General Studies II,"India and Asian nations: Central Asian republics (Turkmenistan, Kazakhstan, Tajikistan; China's role; International North-South Transport Corridor; SCO), Mongolia, UAE, Iran (nuclear deal, US geo-economic considerations), Israel-Palestine and India-Israel relations, Saudi Arabia, Asia-Pacific groupi",1
2023,General Studies II,"Global institutions: UN structure (UNGA, UNSC and India's candidacy, ECOSOC), ICJ, UN specialised agencies (FAO, ICAO, ILO, IMO, ITU, UNESCO, IFAD, WHO, WMO, WIPO), World Bank",1
2023,General Studies II,"e-Governance: introduction, applications, models, successes/limitations/future prospects, dashboards/portals, democracy-and-e-governance linkage, and e-governance in the judiciary/legislature",1
2023,General Studies II,"Local government and governance: issues of funds/functions/functionaries, local government's interface with vulnerable sections and emerging issues (disaster management, technology), localism/neo-localism/subsidiarity",1
2023,General Studies II,"The President: importance, qualification, election procedure, powers (executive/legislative/emergency/financial/judicial), ordinance-making power, pardon power, impeachment, and misuse of emergency provisions",1
2023,General Studies II,"Health, education and human-resource services: India's education structure (primary/secondary/higher), GOI education initiatives and reform recommendations, skill-development indicators, private-and-public health structure, NITI Aayog health reports, and SDGs linkage",1
2023,General Studies II,"The Governor, Chief Minister, Advocate-General, and State Legislature: appointment, discretionary/ordinance/pardoning powers, composition of Vidhan Sabha/Parishad, legislative procedure, and inter-house relationships",1
2023,General Studies II,"Indian diaspora: role played, safety of Indians abroad, and welfare schemes for overseas Indians",1
2023,General Studies II,"Strategic partnerships & major-power relations: NATO's 75th anniversary, India-US strategic (jet-engine) partnership, Atlantic Declaration, India-EFTA deal, Raisina Dialogue, INDUS-X Summit, India-France/UAE/Netherlands/Tanzania/Argentina/Canada/Greece relations, Saudi Arabia strategic partnership",1
2023,General Studies II,101st Amendment (GST): salient features and efficacy in building a common national market; 69th Amendment (NCT of Delhi) and federal friction; Article 311 safeguards for civil servants,1
2023,General Studies II,"Flagship schemes: start-up & skill development: Stand-Up India, National Student Startup Policy, PMKVY, Deen Dayal schemes, Atal Innovation Mission",1
2023,General Studies II,"Statutory/regulatory/quasi-judicial bodies: CVC, CBI, NHRC ('toothless tiger' critique), SHRC, Central/State Information Commission, NGT, SEBI, IRDA, TRAI, NCLAT, National Consumer Disputes Redressal Commission, Lokpal and Lokayukta, Planning Commission legacy, PMO, Zonal Council",1
2023,General Studies II,Vulnerable-sections governance: issues/challenges/solutions/laws/interventions for SC/ST/OBC/migrants/women/disabled/children/refugees/transgenders/LGBT/manual scavengers,1
2023,General Studies II,"Historical evolution: Regulating Act 1773 to Government of India Act 1935 institutional lineages; the Constituent Assembly and objectives/salient features of the Constitution (unitary and federal features, parliamentary vs presidential form)",1
2023,General Studies II,Civil-society organisations' impact on public policy formulation; FCRA compliance tightening and civil-society funding constraints; SHG federated models scaling beyond microfinance into market linkages,1
2023,General Studies II,"Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessions, law-making procedure, officers, motions/resolutions, powers and privileges, financial proceedings, comparison of the two Houses, women's reservation in Par",1
2023,General Studies III,"Climate mitigation & industrial transition: Anthropocene debate, green industrialisation, carbon farming, electric mobility, green hydrogen roadmap, BioCNG, climate-engineering ethics, CCUS policy, EU carbon-border-tax impact, greenwashing, IPCC, WMO, UNEP Emissions Gap, Global Methane Tracker repor",2
2023,General Studies III,"Internal security challenges: social diversity as a security issue, neighbourhood-origin threats, non-state actors, global vulnerability indices, and the law-and-order vs internal-security distinction",1
2023,General Studies III,"Space missions & policy: PRATUSH lunar telescope, NISAR mission, Aditya-L1, Chandrayaan-3, Indian Space Policy 2023, SSLV-D2, Artemis mission, ILMT, POEM-3 and space debris",1
2023,General Studies III,"Monetary & financial-sector policy: stock-market factors, RBI surplus transfer/gold reserves, RBI liquidity management, bad-loans problem, disinvestment, cryptocurrency regulation, Digital Public Infrastructure",1
2023,General Studies III,"Role of agriculture in the Indian economy: historical background and current status, cropping systems (mono-cropping, crop rotation, sequential/inter/relay cropping), agriculture marketing, conclusive land titling, and the Biotech-KISAN programme",1
2023,General Studies III,Wetland conservation and the Ramsar 'wise use' concept with Indian Ramsar-site examples; the 'Organic State' (Sikkim) model's ecological/economic benefits; NavIC's civilian-application significance for agriculture,1
2023,General Studies III,"Subsidies: farm/fertiliser/power/irrigation subsidies, issues of direct/indirect subsidies and MSP, objectives, gainer-loser resource transfer, buffer-stock/food-security issues, and technology missions",1
2023,General Studies III,"Employment & demographic economics: GDP-employment linkage, ageing workforce, demographic dividend, gaming sector",1
2023,General Studies III,"Inequality, wages & welfare economics: inequality and growth, economic redistribution, low-wage impact, wealth/income gap, minimum-vs-living-wage debate, universal basic income proposals, 'greedflation', 'pink economy'",1
2023,General Studies III,"Defence technology: missile classification (ballistic/cruise), India's missile programme, Integrated Guided Missile Programme, robotics/AI in defence, cyber warfare preparedness, drone/UAV and stealth technology, hypersonic glide vehicles/cruise missiles, weapons of mass destruction, defence reforms",1
2023,General Studies III,"Robotics and AI: classification of robots, advantages/disadvantages, applications across sectors, neural networks, machine learning/deep learning, and AI-robotics convergence",1
2023,General Studies III,"Land reforms: colonial-era ownership patterns (Zamindari, Ryotwari, Mahalwari), objectives and progress since Independence, ceiling-legislation progress, NITI Aayog's land-leasing report, and the SVAMITVA scheme",1
2023,General Studies III,"Natural and man-made disasters: India's vulnerability profile — earthquakes, tsunamis, landslides, floods, droughts, epidemics, nuclear-reactor explosions, dam collapse, gas leakage, oil spills, volcanic eruptions, forest fires, chemical spills, hazardous-material spills, explosives, chemical/biolog",1
2023,General Studies III,"Environmental pollution: air/water/thermal/soil/noise pollution sources-effects-control measures, National Ambient Air Quality Standards, persistent organic pollutants, toxic-substance/carcinogen classification",1
2023,General Studies III,"Agriculture & resource economics: sugar production's groundwater impact, primary agricultural societies, e-technology in agriculture, energy security, clean-energy investment",1
2023,General Studies III,"Biotechnology: genetic engineering process/applications, genomics/proteomics, RNA technologies, genome sequencing, environmental applications (bioremediation, carbon-capture tech), plant/animal biotechnology (GM crops, transgenics), food/beverage-industry applications, medical applications (gene edi",1
2023,General Studies III,"Border & territorial security: India-China Ladakh border tensions, India-Pakistan LoC ceasefire, demographic inversion in border areas from illegal immigration, post-Article-370 J&K developments",1
2023,General Studies III,"Main features of industrial development: role of private/public sectors, investment/employment/productivity trends, disinvestment/privatization strategy, MSME role and government policy, New Manufacturing Policy, industrial corridors, SEZ issues (land use, relocation, tax-income loss vs export gains",1
2023,General Studies III,"Defence preparedness & terror financing: FATF's role in curbing terror financing, indigenization of defence production (Atmanirbhar Bharat), induction of S-400/Tejas Mk1A/indigenous missiles, biological/chemical-warfare preparedness (post-Covid), enhancements in intelligence agencies (RAW/IB/NIA)",1
2023,General Studies IV,"Public discourse & rights ethics (case studies): internet-shutdown ethics, free speech on social media, social-media influencing, moral policing, identity politics and gender justice, sex-workers'/LGBTQIA+ rights, reproductive rights, 'wokeism' debates",2
2023,General Studies IV,"Case studies: public-service integrity & corruption dilemmas: welfare-scheme 'ghost beneficiary' fraud amid caste sensitivities, law-enforcement bribery from an illegal-mining network, superior's personal-gain conflict-of-interest request, tax officer's technical-vs-substantial-compliance discretion",2
2023,General Studies IV,Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamined life is not worth living'; Nehru on awakening women as key to awakening the nation; Jefferson's 'honesty is the first chapter in the book of wisdom' (intelle,1
2023,General Studies IV,Theories associated with emotional intelligence and whether EI can be developed; components of emotional competence,1
2023,General Studies IV,"Case studies: whistleblowing, disclosure & confidentiality dilemmas: whistleblower/suspect pleading humanitarian delay, workplace-harassment complaint with a confidentiality request, industrial-pollution complaint against a politically-connected employer",1
2023,General Studies IV,Conscience vs conformity: whistleblowing dilemmas within rule-bound bureaucratic hierarchies (including the Edward Snowden case — legality vs moral obligation to inform the public),1
2023,General Studies IV,"Corruption in India: extent, dimension, and response; corruption as a social evil; probity in public life; exposing corruption via civil-society initiatives and the Whistleblower Act; tackling and controlling corruption via various institutional approaches",1
2023,General Studies IV,"Indian moral/spiritual exemplars used as case anchors: Mahatma Gandhi, Dr S. Radhakrishnan, Rabindranath Tagore, Swami Dayanand Saraswati, Mahadeva Govinda Ranade, Sri Aurobindo, Swami Vivekananda, Sardar Patel, B.R. Ambedkar, Raja Ram Mohan Roy, Chhatrapati Shahu Maharaj, Kautilya's classical admin",1
2023,General Studies IV,"Case studies: crisis & resource-allocation dilemmas: drought-relief tanker capture by a 'tanker mafia', disaster resource-allocation triage (elite vs marginalised site), law-and-order vs root-cause balancing (illicit liquor), government-doctor private-practice neglect with union-strike threat",1
2023,General Studies IV,"Corporate governance: concept, models of Corporate Social Responsibility, World Bank steps for good corporate governance, and norms for corporate governance in India; concept of business ethics",1
2024,General Studies I,"Social empowerment: meaning, need, Five-Year-Plan and government initiatives, role of civil society organisations",1
2024,General Studies I,"Women-related issues: hysterectomies, workforce participation gaps, gender disparities in poverty, women in corporate roles, abortion rights, gender digital divide, menstrual hygiene, surrogacy rules, sexual harassment at workplace, domestic violence, marital rape, women in STEM, female entrepreneur",1
2024,General Studies I,"Major early medieval dynasties (750-1200): Pratiharas, Palas, Rashtrakutas, tripartite conflict, Senas, Rajputs, Pallavas, Chalukyas, and the concept of Indian feudalism",1
2024,General Studies I,"Monsoon, climate & extreme-weather geography: cyclones of the Bay of Bengal and climate change, El Nino and Indian monsoon, Indian Ocean Dipole's weather impact, heat waves/anticyclones/global warming in India, changing Western Disturbances",1
2024,General Studies I,"River-basin & water-resource management: Indus dam construction prospects/challenges, integrated river-basin management, shrinking reservoir water, declining groundwater, multipurpose projects and regional development",1
2024,General Studies I,"Migration and settlements: push/pull factors, internal vs world migration, functional classification of cities, boundaries vs frontiers, rural-urban fringe characteristics, national urbanisation policy, principles of urban planning, land-cover transformation, and settlement typologies (rural/urban, ",1
2024,General Studies I,"Vedic society: original home of Aryans, Vedic texts and Upanishads, Rig Vedic vs later Vedic geography, economy, polity, varna system, religion and thought",1
2024,General Studies I,"Human development & regional disparity: low human development pockets, climate change and the North-South divide within India, social capital, quality-of-life paradoxes",1
2024,General Studies I,"Demographic transition: changes in population growth rates and distribution since Independence; population problems of developing vs developed countries; Malthusian, Marxian and Demographic Transition theories",1
2024,General Studies I,"Classical Temple Architecture: Nagara, Dravida, Vesara and regional sub-schools (Pallava, Chola, Pandya, Vijayanagara, Nayaka, Hoysala, Rashtrakuta, Kerala temples)",1
2024,General Studies I,Deindustrialization of traditional artisanal industries and British economic policy's impact on the rural economy,1
2024,General Studies I,"Effects of globalization on Indian society: kinds of impact (economic, political, developmental, socio-cultural) and whether the impact is solely positive or negative",1
2024,General Studies I,Salient features and changes within Indian society and their repercussions; diversity of India and whether 'unity in diversity' is reality or a reconciled chimera,1
2024,General Studies I,"Climatology: atmospheric composition and structure (exosphere to troposphere), insolation and heat balance, temperature distribution and inversion, atmospheric pressure and wind systems (pressure gradient/frictional/Coriolis forces), general/global circulation (Hadley/Ferrel/Polar cells), air masses",1
2024,General Studies I,"World War I: causes, course, major events, consequences, aftermath, and the League of Nations",1
2024,General Studies I,"Problem of caste and social consolidation: caste practices, Ambedkar movement, constitutional provisions, recent emancipation initiatives for SCs, manual scavenging",1
2024,General Studies I,"Gandhian mass mobilization phases (Non-Cooperation, Civil Disobedience, Quit India) and the special role of women in this phase",1
2024,General Studies I,"Atmospheric & coastal phenomena: geomagnetic storms and auroras, sea swells and rip currents, alpenglow phenomenon, atmospheric rivers, lightning in India",1
2024,General Studies I,"Tropical cyclones: formation conditions, convective cyclogenesis, path, damage, Arabian Sea cyclones, naming conventions, and early-warning systems",1
2024,General Studies I,"Family, marriage, and kinship structural shifts in transitional Indian society; validity of Hindu marriages, live-in relationships, raising the legal age for marriage, and the menace of girl-child marriage",1
2024,General Studies II,"The Judiciary: integrated judicial system, Supreme Court composition/independence/jurisdiction/judicial-review/curative-petition, High Courts, lower judiciary, judicial appointments (collegium system, NJAC controversy), judicial accountability and corruption issues, PIL, judicial activism, and alter",2
2024,General Studies II,"Federalism, reservation & constitutional status: Article 31C, reservation on the basis of religion/domicile, sub-categorisation of SC/OBC, reservation in J&K, Ladakh's demand for 6th Schedule status, Article 370 verdict, Citizenship Amendment Act, Uniform Civil Code, comparative secularism (Indian v",2
2024,General Studies II,"India and Asian nations: Central Asian republics (Turkmenistan, Kazakhstan, Tajikistan; China's role; International North-South Transport Corridor; SCO), Mongolia, UAE, Iran (nuclear deal, US geo-economic considerations), Israel-Palestine and India-Israel relations, Saudi Arabia, Asia-Pacific groupi",1
2024,General Studies II,"e-Governance: introduction, applications, models, successes/limitations/future prospects, dashboards/portals, democracy-and-e-governance linkage, and e-governance in the judiciary/legislature",1
2024,General Studies II,"Elections in India: salient features of the Representation of People Acts 1950/1951, electoral reforms, criminalization of politics, negative/neutral voting, state funding of elections, irregularities in polling, and electoral bonds",1
2024,General Studies II,"Need and importance of government policies: growth/development, human capital formation, equality and social justice, unity and integrity, trust between state and citizens; governance meaning/scope and the good-governance debate",1
2024,General Studies II,"Constitutional Bodies: appointment transparency (CEC/EC selection process, CAG appointment/functions/powers), tenure security, and functional independence",1
2024,General Studies II,"Inclusive growth: measurement criteria, government initiatives, basic amenities (housing/drinking water/sanitation), sustainable and rural development, panchayati raj linkage",1
2024,General Studies II,Fundamental Rights vs DPSPs: structural tension resolved via landmark pronouncements; scope expansion via the Right to Privacy judgment,1
2024,General Studies II,"Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation measures and implementation problems, food-security programmes, and controversies in poverty-data estimation",1
2024,General Studies II,"India and neighbours: Nepal (water/hydropower cooperation, contentions, recommendations), Bhutan (economic overview, China issues), Afghanistan (development partnership, post-NATO options, Taliban presence), Bangladesh (development partnership, boundary agreements, Teesta dispute), Maldives (geostra",1
2024,General Studies II,'Health for All' target vs structural health-infrastructure gaps; rising out-of-pocket health expenditure; commercialization of healthcare vs universal affordable public care,1
2024,General Studies II,Citizen's Charter and RTI Act: utility/limitations as accountability instruments; RTI's role in redefining accountability beyond mere citizen empowerment; flaws in RTI and improvement recommendations,1
2024,General Studies II,"Connectivity, security & new-frontier diplomacy: global anti-terrorism efforts (CTTF), India-Middle-East-Europe Corridor, Red Sea crisis, Northern Ireland conflict, India's Africa renewable-energy role, Arctic-region engagement, Outer Space Treaty, World Migration Report",1
2024,General Studies II,"Council of Ministers, Attorney General of India, and Parliament: composition of Lok Sabha/Rajya Sabha, qualification/disqualification, sessions, law-making procedure, officers, motions/resolutions, powers and privileges, financial proceedings, comparison of the two Houses, women's reservation in Par",1
2024,General Studies II,"Local government: 73rd/74th Amendment provisions, functions of municipal corporations/councils/nagar panchayats, State Election/Finance Commission roles, Smart City Mission and municipal governance, Model Panchayat Citizens Charter",1
2024,General Studies II,"Health, education and human-resource services: India's education structure (primary/secondary/higher), GOI education initiatives and reform recommendations, skill-development indicators, private-and-public health structure, NITI Aayog health reports, and SDGs linkage",1
2024,General Studies II,"Major powers: Russia (strategic cooperation, Russia-China impact on India), China (economic relations, water disputes, String of Pearls, Maritime Silk Route/BRI implications, border disputes, South China Sea, CBMs), USA (strategic consultations, counter-terrorism, trade, energy/climate, S&T/space, d",1
2024,General Studies III,"Infrastructure: economic/social/environmental impact of infrastructure, transport (ports, inland waterways, roads, National Infrastructure Pipeline, Bharatmala, airports, railways, energy pipelines), negative externalities of transport, ownership/financing/pricing of public utilities, PPP project de",2
2024,General Studies III,"Water-resource degradation: hydrological cycle, groundwater depletion, water-borne/water-induced diseases, fluoride/arsenic contamination in drinking water",2
2024,General Studies III,"Public Distribution System: objectives, functioning, limitations, revamping from universal to targeted PDS, cost-benefit analysis, buffer-stock policy, and the Food Security Bill's resource-mobilization/criticism debate",1
2024,General Studies III,"Space missions & policy: PRATUSH lunar telescope, NISAR mission, Aditya-L1, Chandrayaan-3, Indian Space Policy 2023, SSLV-D2, Artemis mission, ILMT, POEM-3 and space debris",1
2024,General Studies III,Venture capital's role in tech-startup growth; IP piracy's impact on creative/tech industries; biotechnology's lab-to-commercial-scale constraints; SEZs vs Chinese industrial models; PLI-scheme execution and labour absorption; stressed-asset management via bad banks,1
2024,General Studies III,"Intellectual Property Rights: concept, types, international agreements/institutions, IPR regime in India, and the National IPR Policy",1
2024,General Studies III,"Monetary policy: instruments, pre- and post-1991-reform eras, Urjit Patel Committee, and the Monetary Policy Committee's inflation-targeting framework",1
2024,General Studies III,"Disaster management, preparedness and mitigation: community-based management, government initiatives, National Disaster Management Act 2005, global DRR frameworks (Sendai vs earlier Hyogo Framework), disaster insurance, media's role, gender-sensitive disaster response, disaster-management cycle, NGO",1
2024,General Studies III,Data security and the Justice B.N. Srikrishna Committee Report on personal data protection; drug trafficking's linkage to gunrunning/human trafficking; NPAs as a structural drag on the credit cycle for infrastructure,1
2024,General Studies III,"Security challenges in border areas: challenges to border management, community-participation approaches, non-demarcated border segments, and eastern-border illegal-migration security challenges",1
2024,General Studies III,Cold-chain and price-volatility management: long-term cold-chain solutions for vegetable-price volatility; MSP's role in food security and cropping-pattern impact; farm subsidies' impact on state fiscal health and environmental degradation,1
2024,General Studies III,"Case studies & sector-specific disaster risk: pandemic-preparedness funding, disaster-induced displacement, urban flood management, Joshimath crisis case study, Turkiye earthquake case-study lessons",1
2024,General Studies III,"Land reforms: colonial-era ownership patterns (Zamindari, Ryotwari, Mahalwari), objectives and progress since Independence, ceiling-legislation progress, NITI Aayog's land-leasing report, and the SVAMITVA scheme",1
2024,General Studies III,"Environmental Impact Assessment: executing body, effects analysed, EIA process, and the EIA notification of 1984 (procedural evolution)",1
2024,General Studies III,"Social media and internal-security threats: regulation challenges, AI's dual role, and monitoring difficulties",1
2024,General Studies III,"Organized crime: types, control challenges, drug trafficking in India, combating strategies, and the terrorism-organized-crime linkage",1
2024,General Studies III,"Effect of human activities on the environment: impacts of modern agriculture, housing, power generation, river-valley/mining/transport/tourism projects on ecosystems",1
2024,General Studies III,"Inclusive growth: meaning and concept of inclusion, India's inclusion experience, social-sector initiatives, ground reality of flagship schemes, rural-economy-based growth, sustainable agriculture/food-security linkage, PDS as a growth tool, financial inclusion, poverty-alleviation-and-employment st",1
2024,General Studies IV,"Case studies: crisis & resource-allocation dilemmas: drought-relief tanker capture by a 'tanker mafia', disaster resource-allocation triage (elite vs marginalised site), law-and-order vs root-cause balancing (illicit liquor), government-doctor private-practice neglect with union-strike threat",2
2024,General Studies IV,"Technology & AI ethics (case studies): drone ethics, AI ethics (in healthcare, creativity, human rights), technological ethics (facial recognition, crypto-mining, brain-computer interfaces), ethics in Digital Public Infrastructure, online-gaming/mining ethics",2
2024,General Studies IV,"Indian moral/spiritual exemplars used as case anchors: Mahatma Gandhi, Dr S. Radhakrishnan, Rabindranath Tagore, Swami Dayanand Saraswati, Mahadeva Govinda Ranade, Sri Aurobindo, Swami Vivekananda, Sardar Patel, B.R. Ambedkar, Raja Ram Mohan Roy, Chhatrapati Shahu Maharaj, Kautilya's classical admin",2
2024,General Studies IV,Consequentialist vs Deontological (Kantian) moral boundaries in public-administration execution; Utilitarianism's concept and its critique when applied to minority protection,2
2024,General Studies IV,"International & security ethics (case studies): ethics in international relations (trade, war, climate finance), arbitration ethics, peacekeeping and humanitarian intervention, ethics of grey-zone warfare",2
2024,General Studies IV,"Environmental ethics: linkage between ethics and environment, relevant theories, and the role of the individual",1
2024,General Studies IV,"Can an administrator succeed on aptitude alone, without integrity? — the integrity-vs-competence debate; impartiality maintenance under political transfer-posting pressures",1
2024,General Studies IV,"Case studies: public-safety & procurement dilemmas under pressure: infrastructure-safety cover-up under election-timeline pressure, defence-procurement L1-vs-clean-bidder dilemma, clinical-trial consent violations vs public-health urgency",1
2024,General Studies IV,"Western philosophers used as ethics-paper anchors: Plato, Aristotle, Socrates, Jeremy Bentham, J.S. Mill, Thomas Hobbes, John Locke, Jean-Jacques Rousseau, John Rawls, Immanuel Kant (categorical imperative applied to public service), Carol Gilligan, Jean-Paul Sartre, Hegel, Confucius, Rene Descartes",1
2024,General Studies IV,Role of ethical values in governance and society; significance of value in civil services; society's and educational institutions' contribution to inculcating values; aesthetic values; values in work-life and professional ethics,1
2024,General Studies IV,"Public discourse & rights ethics (case studies): internet-shutdown ethics, free speech on social media, social-media influencing, moral policing, identity politics and gender justice, sex-workers'/LGBTQIA+ rights, reproductive rights, 'wokeism' debates",1
2024,General Studies IV,"Essence, determinants and consequences of ethics in human actions; approaches to ethical study (Indian vs Western perspectives); basic concepts of morality and value",1
2024,General Studies IV,Distinguishing a 'Code of Conduct' from a 'Code of Ethics'; code of conduct for ministers/legislators/civil servants/regulators/judiciary,1
2024,General Studies IV,"Conflict of interest: definition, actual vs potential conflicts, with illustrative examples; administrative value conflicts in maintaining political neutrality while processing sensitive files",1
2025,General Studies I,"Regional temple traditions: Khajuraho, Odisha, Gwalior, Gujarat, Rajasthan, Bengal, Assam, HP, J&K temple styles",1
2025,General Studies I,"Tsunami mechanism, wave properties, and effects",1
2025,General Studies I,"Ocean & seabed mineral geography: Antarctica's mineral resources, mid-oceanic-ridge minerals, EEZ mineral deposits, hydrocarbon extraction prospects, India's seabed mineral exploration (Afanasy Nikitin Seamount)",1
2025,General Studies I,"Socio-religious reform movements of the 19th century (Raja Ram Mohan Roy, Jyotirao Phule, Ishwar Chandra Vidyasagar, Ambedkar movement)",1
2025,General Studies I,"Health, nutrition and sanitation: NFHS-5 findings, renewed healthcare system, One Health concept, Global Hunger Index, Open Defecation Free status, nutritional security through food fortification",1
2025,General Studies I,"Physiography of India: geopolitical significance of location, geological divisions, the Peninsular Block, the Himalayas and other peninsular mountains, Indo-Gangetic-Brahmaputra Plain, and physiographic divisions",1
2025,General Studies I,'Adivasi' as a category: reasons for the term and geographic concentration of tribal populations; issues with tribal habitat in India,1
2025,General Studies I,"French Revolution: causes, course, France under Napoleon, impact and significance for the modern world",1
2025,General Studies I,"Plate tectonics: lithospheric plates (major/minor), plate boundary types (divergent/convergent/transform), rates and forces of plate movement, and the Indian plate's 71-million-year movement history",1
2025,General Studies I,"Architecture in ancient India: Harappan, Mauryan, post-Mauryan/Gupta periods",1
2025,General Studies I,"Resource & energy geography: wind-energy potential, petroleum-production challenges, critical-mineral distribution, rare-earth-metal prospects, coal demand vs net-carbon-neutrality, Eastern Maritime Corridor, South China Sea geopolitics",1
2025,General Studies I,"Consolidation and expansion under Akbar: conflict with the nobility, relations with Rajputs, state/government structure (mansabdari, land revenue), and religious policy (Ibadat Khana to Din-i-Ilahi)",1
2025,General Studies I,"Ocean & climate-system dynamics: mid-oceanic ridges and biodiversity, changing El Nino/La Nina patterns, Oceanic Nino Index, climate change's impact on ocean currents, slowdown in overturning circulation, marine heatwaves, cryosphere and climate change",1
2025,General Studies I,"Effects of globalization on Indian society: kinds of impact (economic, political, developmental, socio-cultural) and whether the impact is solely positive or negative",1
2025,General Studies I,"Urbanization in India: pattern, issues, rural-urban migration, slum emergence, urban transport/waste/water-sanitation, urban poverty, and inclusive/smart-city responses",1
2025,General Studies I,"Poverty and development issues: concept of development, Sen vs Bhagwati model, crisis of development",1
2025,General Studies I,Post-Independence Consolidation,1
2025,General Studies I,"Demography: concept of human resources, population distribution (physical/socio-cultural/demographic factors), world/continental distribution, density patterns, age/sex composition, literacy, population pyramids, theories of population growth (Malthusian, Marxian, demographic transition), population",1
2025,General Studies I,"Migration and settlements: push/pull factors, internal vs world migration, functional classification of cities, boundaries vs frontiers, rural-urban fringe characteristics, national urbanisation policy, principles of urban planning, land-cover transformation, and settlement typologies (rural/urban, ",1
2025,General Studies II,"Welfare schemes by constitutional arrangement: women welfare (gender technology gap, women in the political system, marriageable-age debate), child welfare, SC/ST/OBC welfare, caste census, minorities welfare, old-age welfare, and needed legislative reforms",2
2025,General Studies II,"The Judiciary: integrated judicial system, Supreme Court composition/independence/jurisdiction/judicial-review/curative-petition, High Courts, lower judiciary, judicial appointments (collegium system, NJAC controversy), judicial accountability and corruption issues, PIL, judicial activism, and alter",2
2025,General Studies II,"Poverty and hunger: definitional debates across committees, poverty data, causes, urban vs rural vs feminized poverty, poverty-alleviation measures and implementation problems, food-security programmes, and controversies in poverty-data estimation",1
2025,General Studies II,"India and other regions: Africa (historical connections, South-South engagement, trade/investment/security cooperation), Australia (diaspora, economic ties, nuclear cooperation), France (strategic partnership), Germany (economic relations), UK (Brexit implications)",1
2025,General Studies II,"Global institutions: UN structure (UNGA, UNSC and India's candidacy, ECOSOC), ICJ, UN specialised agencies (FAO, ICAO, ILO, IMO, ITU, UNESCO, IFAD, WHO, WMO, WIPO), World Bank",1
2025,General Studies II,"Judiciary, rights & rule of law: right to personality, right to vote for undertrials, curative petition, tribunals in India, criminal law reforms, All India Judicial Services, Supreme Court case-burden, contempt of court, freedom of press, special/local laws, ED and PMLA",1
2025,General Studies II,"Amendment process: the Constitution's dynamic/'living document' nature (Article 368), Basic Structure Doctrine as a judicial 'safety valve', and different majority-types required",1
2025,General Studies II,"e-Governance: introduction, applications, models, successes/limitations/future prospects, dashboards/portals, democracy-and-e-governance linkage, and e-governance in the judiciary/legislature",1
2025,General Studies II,"The President: importance, qualification, election procedure, powers (executive/legislative/emergency/financial/judicial), ordinance-making power, pardon power, impeachment, and misuse of emergency provisions",1
2025,General Studies II,"Union and states: State Reorganisation Commission, components of Indian territory, formation of new states, Zonal Councils, Union Territories, special provisions for states, Scheduled and Tribal Areas (5th/6th Schedule, autonomous councils)",1
2025,General Studies II,101st Amendment (GST): salient features and efficacy in building a common national market; 69th Amendment (NCT of Delhi) and federal friction; Article 311 safeguards for civil servants,1
2025,General Studies II,"India and Asian nations: Central Asian republics (Turkmenistan, Kazakhstan, Tajikistan; China's role; International North-South Transport Corridor; SCO), Mongolia, UAE, Iran (nuclear deal, US geo-economic considerations), Israel-Palestine and India-Israel relations, Saudi Arabia, Asia-Pacific groupi",1
2025,General Studies II,"Local government and governance: issues of funds/functions/functionaries, local government's interface with vulnerable sections and emerging issues (disaster management, technology), localism/neo-localism/subsidiarity",1
2025,General Studies II,"Representation of People's Act: disqualification triggers, criminalization of politics, electoral reform proposals, and electoral bond aftermath",1
