row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty
"tag","72a57d81-456b-4b93-bb37-1c596589e404","2024","89b27d9f-7081-4930-9186-c41b93349e1a","Number series ΓÇö multiplicative and mixed patterns","","","","","","",""
"tag","4383115f-987e-4225-948e-a1b06ccd2a1f","2024","8fa1dcd2-aabb-4340-b70a-c98ab28a6679","Call, notice and term money","","","","","","",""
"tag","3be764a2-eed3-4537-ad3e-c60b4110a0aa","2024","90a4700b-5c25-481c-a0b0-07b51e1dc28c","Letter and digit pair counting","","spot_check","","","","",""
"tag","f50c52ec-d6ab-4329-96aa-19ed9ebbe32d","2024","93fc5e89-4d60-4670-bb0d-7237768ab820","APY eligibility and contribution","","","","","","",""
"tag","e2443987-05ac-46f0-8857-92e475912af1","2024","97ecb58f-8832-411a-819a-fc97faac2928","NPS tiers and account types","","","","","","",""
"tag","32a36340-f19a-4d4f-b140-d317d1c309ff","2024","9bfc64dc-3820-49a5-894d-0512bfde4bbd","Batch costing and economic batch quantity","","","","","","",""
"tag","741c1d4a-0cef-4c92-8386-f7bac068b7e6","2024","9ce26fd0-9787-4ed3-b02e-003d2c78327f","Broad trends in the Union Budget","","","","","","",""
"tag","51bce4c4-eb4d-496b-a7d3-582f4a147899","2024","9ce26fd0-9787-4ed3-b02e-003d2c78327f","Broad trends in the Union Budget","","","","","","",""
"tag","e9a96a97-5d9f-403a-b813-d82c7fe22671","2024","9ce26fd0-9787-4ed3-b02e-003d2c78327f","Broad trends in the Union Budget","","","","","","",""
"tag","60e8d164-99f4-4597-a378-7c9fed127d0b","2024","9ce26fd0-9787-4ed3-b02e-003d2c78327f","Broad trends in the Union Budget","","","","","","",""
"tag","ba0a8a14-4d22-4a86-becf-7d345f4c87ac","2024","9d936e80-9f60-4342-9788-f57dca121812","Product design","","","","","","",""
"tag","113bdc05-89aa-47a2-84e7-41add56a1490","2024","9d936e80-9f60-4342-9788-f57dca121812","Product design","","","","","","",""
"tag","a9a04706-2f54-40e0-8c48-f7681834e0bb","2024","9d936e80-9f60-4342-9788-f57dca121812","Product design","","","","","","",""
"tag","1d859191-339a-48f8-b6d2-e2513622cca0","2024","9da07a27-3e79-4b90-a203-a18816266499","All-Citizen model","","","","","","",""
"tag","772b612c-71bf-4a11-ab18-2654179e75d2","2024","9dd7c31e-abab-4cdb-b52c-6e5063cf2d1d","Unified Lending Interface","","","","","","",""
"tag","56631f27-956d-461c-85bf-7f6aafe28457","2024","9f8bf02d-9a4f-441b-953b-2c7e16bd1ae5","Demographic trends","","","","","","",""
"tag","f89a4d43-6b07-4321-b988-75cea13bcfd6","2024","a3a46ed8-70dd-4651-800e-37e03f6d7b5e","Types and features of retirement schemes in India","","","","","","",""
"tag","cf69b5fe-342c-453d-8ac3-f76c5ac8f01f","2024","a3a46ed8-70dd-4651-800e-37e03f6d7b5e","Types and features of retirement schemes in India","","","","","","",""
"tag","38c4a6f1-7a1a-4926-8ad0-72e5b2429115","2024","a4dddc0f-e194-4eb6-bfc6-078240c8d4f0","Number and digit coding","","","","","","",""
"tag","63c3b638-0bf8-4e46-9176-572d7111564e","2024","aca7c90a-40a6-436a-98f2-92b678f173ba","Equal profit and loss conditions","","","","","","",""
"tag","29e25a64-552e-48c3-bba0-b36d9230bc8b","2024","aee552d1-1abc-4a29-8f6c-b8228db54a60","Municipal and revenue bonds","","spot_check","","","","",""
"tag","d720b443-6416-4f47-ab3f-2c616ee7194f","2024","b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a","Number series ΓÇö arithmetic and difference patterns","","","","","","",""
"tag","7fc76f3b-ea7b-45e8-8c16-8bc989790112","2024","b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a","Number series ΓÇö arithmetic and difference patterns","","","","","","",""
"tag","b77a51b8-af9f-4cc3-a038-3a5970f19fce","2024","b0e8a0b7-df35-4f9e-9bdb-dfa6558e2b7a","Number series ΓÇö arithmetic and difference patterns","","","","","","",""
"tag","a0611785-db81-47da-bdd4-cc32a37909f6","2024","b3d81d2c-a6e7-40d0-84dc-eea66c22bee7","Clearing corporations and settlement","","","","","","",""
"tag","52815c11-bd97-4ef0-9e81-2c8a4f409add","2024","b6274271-99d5-4993-9fed-e94769bf75b2","Valuation and solvency requirements","","","","","","",""
"tag","a5ac5802-2469-4ae8-bfde-7871b3078be2","2024","b77e7e84-163c-4a38-95b3-6c6ba6729d6d","IFSCA Act 2019 ΓÇö establishment and composition","","","","","","",""
"tag","28a629cf-7705-4000-852a-1c34bd58536f","2024","b8aa6c4d-7880-4c5a-a78d-134faa5d6749","Swaps ΓÇö interest rate and currency","","","","","","",""
"tag","45461984-df40-4245-96f7-3347a33d9dad","2024","ba7baa6e-c6aa-4961-9163-0f9ef870cd7c","GIFT City ecosystem","","","","","","",""
"tag","4ae01ff8-7503-408e-b938-12ef664b34af","2024","ba7baa6e-c6aa-4961-9163-0f9ef870cd7c","GIFT City ecosystem","","","","","","",""
"tag","f6be242e-d7ab-4b09-8af9-5256aedefa13","2024","ba7baa6e-c6aa-4961-9163-0f9ef870cd7c","GIFT City ecosystem","","","","","","",""
"tag","fab24f71-d644-48af-b961-b8d3c55c5862","2024","bad0e283-9954-4173-82e8-29efa9aa37a5","Monetary policy operations ΓÇö SDF, VRRR, LAF","","","","","","",""
"tag","560f84e9-4e89-4f18-ba83-35ca97ab3046","2024","baf763bb-6d36-4a25-b1ba-6419e3b26852","Main idea and central theme","","","","","","",""
"tag","ebbce506-d6fa-4e66-9f80-08361c846b6a","2024","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","","","","","","",""
"tag","6a818c64-565b-4624-a87c-f8452cf41b80","2024","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","","","","","","",""
"tag","4573df85-2283-43d4-b3db-23aeaee8b7f6","2024","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","","","","","","",""
"tag","0859a7de-65d0-4ea7-9d69-23217f20f759","2024","bb17b54f-b233-4c9d-9bad-4526b5ce2f87","Synonyms","","","","","","",""
"tag","669f9ee4-9e63-4a59-a53f-6c87a36bce74","2024","bb343a30-e26e-474a-9ab7-6ecab8e6931b","Partnership and profit sharing","","","","","","",""
"tag","77ca4c2e-0424-4c04-aca9-f3597775df0e","2024","bb62f21b-3994-4ad3-88ad-a1ed61e52944","Currency risk and settlement risk","","spot_check","","","","",""
"tag","80f4dcb2-5a73-4516-8749-509780a23b50","2024","c18d927f-2eab-49db-b302-a017cf1f2193","Word interchange within a sentence","","","","","","",""
"tag","99bf1b01-18f6-4929-b5f6-0985c798684f","2024","c18d927f-2eab-49db-b302-a017cf1f2193","Word interchange within a sentence","","","","","","",""
"tag","f17e03c3-3be4-497a-b522-94480928912b","2024","c18d927f-2eab-49db-b302-a017cf1f2193","Word interchange within a sentence","","","","","","",""
"tag","6aa2203f-7095-4ccb-93b7-cb55cd996b26","2024","c18d927f-2eab-49db-b302-a017cf1f2193","Word interchange within a sentence","","","","","","",""
"tag","9eb09ef6-8965-4b0a-a04e-5a4b41d674db","2024","c18d927f-2eab-49db-b302-a017cf1f2193","Word interchange within a sentence","","","","","","",""
"tag","b6f5e9cd-959c-437e-b5a2-5a99f4f08886","2024","c4012952-1df1-4ce4-a6ce-f54083541fd6","FDI caps and sectoral limits","","","","","","",""
"tag","6a34abd2-c54f-40bb-9b37-ad2314fe5874","2024","c7ea1e13-578a-4977-a08e-df0a6d689f16","Forwards vs futures","","","","","","",""
"tag","1144052a-3e6c-4562-b275-8a48762230fe","2024","c7ea1e13-578a-4977-a08e-df0a6d689f16","Forwards vs futures","","","","","","",""
"tag","ef33163f-5bff-4ae5-9d6b-3d993bf5a8e4","2024","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","","","","","","",""
"tag","f4d93bd7-72db-4600-9dd2-38fb74d7c509","2024","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","","","","","","",""
"tag","e42fbc72-106e-4c07-b608-08d58b59a4b3","2024","cbb196b4-3325-4af1-80f9-a4280d592e9f","Single-word contextual fit","","","","","","",""
"tag","46559e92-54ae-4733-b128-e38b5467ae0d","2024","cd48d660-2fee-415a-8bd5-e6e78324d73c","Linear row ΓÇö single row, one direction","","","","","","",""
"tag","20cb2689-4aa8-40ff-8df0-a8847f7fa895","2024","cd48d660-2fee-415a-8bd5-e6e78324d73c","Linear row ΓÇö single row, one direction","","","","","","",""
"tag","2f087e38-12ae-461c-a5a9-c9dce9afbdf2","2024","cd48d660-2fee-415a-8bd5-e6e78324d73c","Linear row ΓÇö single row, one direction","","","","","","",""
"tag","939dff88-2183-4c53-9a1f-f3fa102e26bb","2024","cd48d660-2fee-415a-8bd5-e6e78324d73c","Linear row ΓÇö single row, one direction","","","","","","",""
"tag","19178a2e-b34c-4471-b4ee-8a9cd4209db3","2024","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","6b6f7de7-04ea-4ef8-93bc-885c9da115c9","2024","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","712ed5a8-3a85-49f4-96cc-0f3246d6db0d","2024","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","1891987e-7c13-449d-8faa-bb53de6291c3","2024","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","spot_check","","","","",""
"tag","cbb5d870-f7d1-46cf-b215-567d216f614f","2024","ce23f17b-f621-46b0-bb72-fc926a0be3d4","Tabular data interpretation","","","","","","",""
"tag","0e82399a-53d0-4b87-8b98-b99a86332bdc","2024","d1b7a3f9-84e1-4832-8d3f-ca851b844ce6","Approximation with decimals and surds","","","","","","",""
"tag","7bb8c9ab-c3ad-4ace-ad79-ab1ed92ec265","2024","d1b7a3f9-84e1-4832-8d3f-ca851b844ce6","Approximation with decimals and surds","","","","","","",""
"tag","0492693b-8b51-4b58-9a08-aa2e96c6d1c4","2024","d1b7a3f9-84e1-4832-8d3f-ca851b844ce6","Approximation with decimals and surds","","","","","","",""
"tag","84aa6fc2-8b6d-489f-8754-7414182bd1ea","2024","d1b7a3f9-84e1-4832-8d3f-ca851b844ce6","Approximation with decimals and surds","","","","","","",""
"tag","27bfcb93-4aba-4c53-92ba-f1cc7531a4bf","2024","d6a7e1f4-1163-4afc-87dd-3c18a13937fb","Reinsurance","","","","","","",""
"tag","6fda7b76-c0a2-4b72-9414-7b72b1b6bcfa","2024","d7552288-cec8-4bf0-a99a-1f546c81ad0c","Marginal costing ΓÇö contribution and P/V ratio","","","","","","",""
"tag","f13b62aa-c0b7-4223-8e7f-c2cec6c2062b","2024","e2ed0952-3f31-409c-a5c3-617d9dfa7640","Themes and findings of the latest Economic Survey","","","","","","",""
"tag","6b549a23-6736-4305-aa05-d07535432b3f","2024","e3ac9a58-2cb2-4dde-815c-54edb8cbf435","Life insurance and annuities","","","","","","",""
"tag","8b33e1c0-f7af-4d53-83f6-ef1361e6be9d","2024","e8fccc09-a2c9-4076-a001-ad1c2378a23f","NBFC categories ΓÇö IFC, Factor, P2P","","","","","","",""
"tag","c945f65a-0ecd-41fa-812b-b0194e7595ef","2024","e8fccc09-a2c9-4076-a001-ad1c2378a23f","NBFC categories ΓÇö IFC, Factor, P2P","","","","","","",""
"tag","8e98ec8b-d5b7-42a6-a534-717bedd39997","2024","eccadce1-2c9a-4672-9eef-65ee4bfaeb84","Course of action","","","","","","",""
"tag","73dcd1c0-e8d9-41bc-be69-fd8be9b2afd5","2024","ed452a5c-75d7-4e2c-847d-7dff14a6b022","FBIL benchmark rates","","","","","","",""
"tag","38eca57f-3501-4597-81d0-be5c82a0265e","2024","f5c68108-e718-4a7e-b546-d07e543534b5","Relative speed and meeting problems","","","","","","",""
"tag","664abc8b-655b-4ade-8784-0fa6a36738ec","2024","f62fb498-ea86-49f8-8bc3-4f77c9a485d6","Relation with gender ambiguity","","","","","","",""
"tag","07ecd744-297f-4f44-aa7b-78d520f17427","2024","f9c12eec-a497-4d10-b219-2da6b28a92f7","Preposition and article errors","","","","","","",""
"tag","603cd5a6-2bce-4f3d-a1ec-8601bb1a5566","2024","fdc5bb1d-5db1-4ed2-af97-9ef85bf45a19","Guaranteed pension slabs","","","","","","",""
"question","1a5975e2-eb5f-4e80-975b-fe0e83ad9fbe","2025","1","PFRDA is the regulator of which pension system?","","spot_check","","","","easy",""
"question","c6d259d6-d946-49ab-adbd-be4aca031135","2025","1","The IndiaAI Mission, which signed the MoU with Gates Foundation to cooperate on AI solutions for better crops, stronger healthcare, smarter ","","spot_check","","","","easy",""
"question","5884f4d7-cc4f-48a6-a2d6-7d9d15b29668","2025","1","The Immediate Payment Service (IMPS) in India is operated and managed by ______.","suspicious_repeat_char","flagged","","","","easy",""
"question","7f3e4ac1-1b87-4706-ade7-6e38d532aac5","2025","1","As per the Union Budget 2025–26 announcement, what is the revised Foreign Direct Investment (FDI) limit permitted in the Indian insurance se","non_ascii_suspect","flagged","","","","hard",""
"question","f02479db-780f-4f1c-aa49-e33b592f8c53","2025","1","Who among the following is sitting fifth to the right of W?","no_primary_tag","flagged","","","","",""
"question","fc1b90b3-654f-4c47-b19b-271900f79881","2025","1","Cost price of a Pen is 80% of the cost price of a Pencil and 20% more than the cost price of an Eraser. If the cost of Pencil is increased b","","spot_check","","","","",""
"question","079c881c-7d90-421d-8f6f-ea3861b831de","2025","1","Write an Essay of about 250-270 words on any one of the following topics: (30 Marks) (i) Situation of Pet Care in the Context of India. (ii)","","spot_check","","","","",""
"question","d7b11774-28c0-4354-a307-63c929907cc6","2025","1","Which short-term debt instrument is issued by highly rated companies for 7 days to 1 year?","","spot_check","","","","easy",""
"question","f78c82d1-6b4c-456a-830c-344e73742c76","2025","1","Effective planning in management relies on certain foundational premises that shape future decisions. It involves assessing various internal","","spot_check","","","","easy",""
"question","615562f4-de22-4337-bef7-ab92bee22470","2025","1","GIFT in GIFT City stands for:","","spot_check","","","","easy",""
"question","cf90db31-d77e-4ecd-a343-0ad471ac1422","2025","1","Which ratio shows the relationship between profitability and owner’s funds?","non_ascii_suspect","flagged","","","","easy",""
"question","90a9f385-6b6f-4094-a75b-729f81279b03","2025","1","Consider the following statements regarding the objectives of the e-Shram Portal: Statement 1: To create a national database of unorganised ","","spot_check","","","","easy",""
"question","8cff3005-1241-425e-b901-f66cc2e66e12","2025","1","D in DMAIC stands for ________.","suspicious_repeat_char","flagged","","","","easy",""
"question","ed6871ff-41a4-4ee1-9948-2a4ff5b4b6e8","2025","2","PFRDA became a statutory body with the passing of the:","","","","","","easy",""
"question","9723e4b0-2c3a-492e-96e3-c8e21348ba3b","2025","2","BRICS Business Meet was held in which of the following city, on July 5, 2025, as part of the larger 17th BRICS Summit?","","","","","","",""
"question","ef943c03-fd69-4b3b-a7fe-76b7d9230fac","2025","2","According to the Reserve Bank of India’s latest figures, India’s Financial Inclusion Index (FI-Index) for the year ending March 2025 has cha","non_ascii_suspect;suspicious_repeat_char","flagged","","","","hard",""
"question","382ff140-79c6-4b75-9858-c4dee10207d1","2025","2","The Economic Survey 2024-25 frequently uses which term to describe shifting savings into formal financial instruments?","","spot_check","","","","",""
"question","a0f4bd1b-c65f-4f6d-ba8c-a5bd92030e7e","2025","2","U, V and W can complete a task together in 8 hrs. The ratio of the number of hours taken by U and V to complete the task individually is 1:4","","","","","","",""
"question","a83554a8-03c5-4b3b-ad37-4ff72e2064a2","2025","2","Make a Précis of the following passage in 120-130 words and give it a suitable title. (35 Marks) Green hydrogen has emerged as a promising s","non_ascii_suspect","flagged","","","","",""
"question","633f2ad0-8246-481f-85f7-f0b743de6e30","2025","2","In a futures market, when the futures price is lower than the spot price, the situation is called:","","","","","","easy",""
"question","aec6b567-fabf-4857-a3cc-e15d2850ec23","2025","2","An organisation experiencing declining morale introduces a transparent, performance linked incentive plan offering choices like bonuses, vou","non_ascii_suspect","flagged","","","","medium",""
"question","a1ec382d-a899-453f-994c-9e0732a9aeb1","2025","2","Which statement best describes regulation in GIFT IFSC?","","","","","","easy",""
"question","ab54d925-181d-4a36-9ef7-5e2c601458ce","2025","2","What is the main purpose of a Fund Flow Statement?","","spot_check","","","","easy",""
"question","cc2aba9e-ac32-4239-bcd0-4c32a5fd07b1","2025","2","Which organisation publishes the World Population Prospects report?","","","","","","easy",""
"question","f0843034-d174-4196-87bc-594c9b9749cd","2025","2","Both BPR and PI were introduced in 1999. While BPR (Business Process Reengineering) focuses on ________ of the processes, Process Innovation","suspicious_repeat_char","flagged","","","","easy",""
"question","e71ee2dc-8474-4e9f-901a-263ce5f0bc98","2025","3","Which of the following is a defined contribution pension scheme?","","","","","","easy",""
"question","a390ebf0-6fe3-424f-b4d1-298888d5a8da","2025","3","Which of the following company has signed MoU with Bank of Baroda (BoB) to finance solar power projects for MSME customers?","","","","","","",""
"question","a8184f0a-b37e-45a7-b15b-16cbfa95d135","2025","3","The value of a derivative is derived from the value of _____.","suspicious_repeat_char","flagged","","","","easy",""
"question","30070ad1-72e1-4532-a53c-631b06e88436","2025","3","In the context of the prudential framework followed by entities regulated by IFSCA, the Expected Credit Loss (ECL) framework primarily requi","","","","","","medium",""
"question","8af784be-26e8-4de8-82d0-039a6a3d6424","2025","3","Which of the following box kept exactly between G and E?","no_primary_tag","flagged","","","","",""
"question","f9eaf714-20cb-4db9-b33e-3460ed73572e","2025","3","A boat goes 900 km upstream and in return covers only 70% of the upstream distance. If the speed of the boat downstream is 50 km/h and the s","","","","","","",""
"question","a79a47ec-1adb-47ef-97b3-80c9f223d6b7","2025","3","Read the passage given below and answer the questions on the basis of the passage in your own words (35Marks) The insurance sector in India ","non_ascii_suspect","flagged","","","","",""
"question","33758c91-cb0a-4335-93b9-270497edfb66","2025","3","A circuit breaker on a stock exchange is designed to:","","","","","","easy",""
"question","27ff12e6-370b-4c80-a131-f48a33adef87","2025","3","Which of the following is not a leadership style under Kurt Lewin’s leadership style theory?","non_ascii_suspect","flagged","","","","easy",""
"question","57563e71-171f-48b4-9bda-a31e08c5b787","2025","3","The regulatory environment in GIFT IFSC for banking and insurance is best described as:","","","","","","easy",""
"question","e6fcd4de-894c-4a4a-8eb8-9dc6b24d71ab","2025","3","An investment is considered a cash equivalent if it is realizable within ______ months.","suspicious_repeat_char","flagged","","","","easy",""
"question","4915b18d-5b91-4dfd-83a4-4795c2804e08","2025","3","Consider the following statements regarding India’s population peak as per the UN’s “World Population Prospects 2025”: 1. India’s population","non_ascii_suspect","flagged","","","","",""
"question","42a62dc3-b071-4f42-96e3-dc54b2d746a2","2025","3","Job costing is used in ______ industries.","suspicious_repeat_char","flagged","","","","easy",""
"question","f3648105-9b5f-4543-b194-2f8f40bc68ee","2025","4","In NPS, which scheme choice invests mainly in government securities?","","","","","","easy",""
"question","b4012303-2060-4e01-b6e5-947e17a24c69","2025","4","FICCI, under the aegis of its Centre for Sustainability Leadership, successfully organised the 15th India Climate Policy and Business Concla","","","","","","",""
"question","9cb5c4ec-5e58-4301-91ca-f25e2018f212","2025","4","The primary role of the Project Sponsoring Authority in a Public–Private Partnership (PPP) project is to ______.","non_ascii_suspect;suspicious_repeat_char","flagged","","","","easy",""
"question","113268c7-5fae-433b-8c6c-a33d4d9b47cb","2025","4","Which of the following is usually not described as an ‘engine of growth’ in budget documents?","non_ascii_suspect","flagged","","","","",""
"question","096fbb87-a8b1-4971-8866-c5d3a82d7cff","2025","4","What is the position of X from the top of the position?","no_primary_tag","flagged","","","","",""
"question","4b4c1418-5d23-4a03-970f-a43acef8adb6","2025","4","Chirag and Naveen started a business together by investing Rs.12000 and Rs.20000 respectively. Naveen left the business after 9 months from ","suspicious_repeat_char","flagged","","","","",""
"question","fe6d5ba2-1c08-4595-94fb-a2188c0b5eb6","2025","4","In a primary issue, which intermediary undertakes to take up the unsubscribed portion of shares?","","","","","","easy",""
"question","0674486d-1d98-4787-b70d-dbdcc9b9319e","2025","4","According to renowned management expert Peter Drucker, which of the following does not qualify as a Human Resource Development (HRD) interve","","","","","","easy",""
"question","fc5f94fd-e2a0-487f-844f-0531ae53ab49","2025","4","Which method is recommended for valuing the shares under an Employee Stock Option (ESOP)?","","","","","","easy",""
"question","a7a4398a-0885-4b28-a83b-845ce552f76c","2025","4","In a Public-Private Partnership (PPP) project, what is the primary role of the Project Sponsoring Authority?","no_primary_tag","flagged","","","","easy",""
"question","26ee28d2-28eb-4f6f-8140-a9a6c59b22b7","2025","4","Which of the following is best suited for a bakery that produces biscuits in high volume?","","spot_check","","","","easy",""
"question","857f5fb5-bf4e-4de0-a228-7994a22c0587","2025","5","The maximum guaranteed monthly pension under Atal Pension Yojana (APY) is:","","spot_check","","","","easy",""
"question","71f17347-cf8b-4309-8479-01ab99578096","2025","5","As the new Goods and Services Tax (GST) rates took effect on September 22, digital payments surged to around __________, nearly 10 times the","suspicious_repeat_char","flagged","","","","",""
"question","ffc520f7-9090-4e89-9ba6-d418804a2ab5","2025","5","Which of the following schemes was launched by the Government of India in 2014 to promote financial inclusion?","","spot_check","","","","easy",""
"question","abe318b3-6a80-48a7-b824-1c461d28c1ce","2025","5","Which of the following schemes targets the unorganised sector?","","","","","","easy",""
"question","c24bc207-4a2c-4571-86ab-2b370b599712","2025","5","How many boxes are kept between F and the box that is kept immediately below G?","no_primary_tag","flagged","","","","",""
"question","36cfab3c-ad8b-4d45-ac89-fa4da60cb1fd","2025","5","A sum of ₹2500 is invested at simple interest of 6% p.a. for 1 year and then at compound interest of 8% p.a. for the next 2 years. What annu","non_ascii_suspect","flagged","","","","",""
"question","2886b2cb-36b5-408b-9d51-1ea31ac80203","2025","5","Tri-party repo in India is centrally operated through:","","spot_check","","","","easy",""
"question","b6bec02c-f407-4b80-9406-cec08c535935","2025","5","Which of the following communication channels can be used to handle ambiguous managerial problems?","","","","","","easy",""
"question","4e079f96-1810-4802-b57c-238561859436","2025","5","______ ratio shows the relationship between interest-bearing capital and equity capital.","suspicious_repeat_char","flagged","","","","easy",""
"question","c3969f7e-46bb-46e2-969d-470ef905b1bb","2025","5","Consider the following statements regarding the working paper on domestic migration released by the EAC–PM: 1. The title of the paper releas","non_ascii_suspect","flagged","","","","",""
"question","e1ee6c9f-741c-4639-bc75-d6c01209a842","2025","5","______ requires no data entry for partially completed work, because in this costing method all material, labour, and overhead costs are reco","suspicious_repeat_char","flagged","","","","easy",""
"question","1b8eee73-c984-4c20-9da8-8a2b18c436fa","2025","6","Which of the following is an example of a defined contribution scheme rather than a defined benefit scheme?","","","","","","easy",""
"question","e4f83291-ef71-4595-98cb-c795428efd29","2025","6","Which of the following is NOT a current member state of the European Free Trade Association (EFTA)?","","","","","","easy",""
"question","854c58aa-9d75-4c85-9a7d-2949b064e328","2025","6","As per the RBI’s revised guidelines effective from 4th October 2025, the changes introduced in the Cheque Truncation System (CTS) will lead ","non_ascii_suspect;suspicious_repeat_char","flagged","","","","hard",""
"question","e4eb633e-493c-4fe7-8d72-d827b49165b2","2025","6","Jal Jeevan Mission aims to achieve 100% functional household tap connections by:","","","","","","easy",""
"question","83fe08a5-4650-49aa-bcc4-e805fc2807c4","2025","6","If X and U interchange its positions and the same way V and F interchange its positions, then which of the following box kept at three boxes","no_primary_tag","flagged","","","","",""
"question","71e13834-3455-4c19-b594-bff180680ce6","2025","6","223,234, 256, 300, 388, ?","","","","","","",""
"question","880ccc49-4bd9-4b63-a996-72052c0d1443","2025","6","Notice money market deals with borrowing and lending of funds for a period of:","","","","","","easy",""
"question","39c54d5d-b559-4e46-b9b4-fa2cb8ec2b62","2025","6","According to Koontz and O’Donnell, which of the following best describes the primary function of a manager?","non_ascii_suspect","flagged","","","","easy",""
"question","9f90ee07-0f1d-40e4-99c7-16d16abf4c16","2025","6","During FY 2024–25, a company has partially completed goods costing Rs 5,000. To complete these goods, additional expenses of Rs 1,000 are re","non_ascii_suspect","flagged","","","","medium",""
"question","5b44558e-17e6-4142-bb87-fa8c058a680b","2025","6","According to the Gender Snapshot 2025 report, closing the gender digital divide could add ______ to the global economy by 2030.","suspicious_repeat_char","flagged","","","","",""
"question","53b75b24-fc7e-46c5-9f13-9987c08ed02a","2025","6","Which of the following is the process in which production and purchase of materials take place only as and when required, or when demand ari","","","","","","easy",""
"question","067f4771-989d-4fb5-8d58-6c4b1bb6455b","2025","7","LIC was nationalised in which year?","","","","","","easy",""
"question","a5f95d9a-e619-4e0b-b60d-081b8b52dcd3","2025","7","Which of the following state has received the highest Foreign Direct Investment (FDI) in India for the 2024-25 FY?","","spot_check","","","","",""
"question","23754a0b-b193-4120-ad11-04ff5c2cc674","2025","7","Which of the following can be used to manage or hedge against interest rate risk?","","","","","","easy",""
"question","1e91de48-c5c1-4155-a063-ef99bacb72c1","2025","7","Mittelstand in the context of the Indian economy is closest to which segment?","","","","","","easy",""
"question","184f794b-7014-4adc-ab34-6370ea129f2d","2025","7","Which of the following box is kept above box H? I) The box which is kept immediately below F II) G III) The box which is kept two boxes belo","no_primary_tag","flagged","","","","",""
"question","258a1136-f13a-4476-b1af-a92bb75bdcde","2025","7","23, 24, 50,153, ?, 3085","","","","","","",""
"question","a58e3e86-1744-4419-bd5a-3498f92f7a18","2025","7","The RBI electronic platform used for dealing in Government securities and conducting auctions is:","","","","","","easy",""
"question","0d42c777-f3ce-417e-ad85-69f38612edab","2025","7","______ is used by the management to oversee the day-to-day activities in the organization.","suspicious_repeat_char","flagged","","","","easy",""
"question","ef002276-c10b-4f2a-8a74-dc21156f629c","2025","7","As per AS-11, the profit or loss arising in the Foreign Currency Monetary Item Translation Difference Account (FCMITDA) is transferred to __","suspicious_repeat_char","flagged","","","","easy",""
"question","271ee652-544d-4217-8c98-e456f9d6d5a4","2025","7","Consider the following statements based on the World Bank’s Poverty Brief Report: 1. The extreme poverty rate in India is estimated at 2.3%.","non_ascii_suspect","flagged","","","","",""
"question","18905f6d-90cf-458e-a055-2c6ff3b106ed","2025","7","Cost analysis refers to ______.","suspicious_repeat_char","flagged","","","","easy",""
"question","7f9d0bda-9279-4e31-ae7b-ef88952871a8","2025","8","Who carries out actuarial valuation and pricing of insurance products?","","spot_check","","","","easy",""
"question","0f7f2062-90a4-4c95-8472-3fe6756c7f1f","2025","8","The Open Network for Digital Commerce (ONDC) is an initiative directly overseen by which Indian Ministry?","","","","","","easy",""
"question","f5609168-770f-47b9-aa64-6e68375a10a5","2025","8","In market risk management, when an entity holding an existing position takes an equal and opposite position in a related instrument to offse","suspicious_repeat_char","flagged","","","","easy",""
"question","da31bad6-2ee9-4cb2-827f-6fabe0cb5071","2025","8","Statements: Z < A ≤ I = B; A ≥ J ≥ K ≥ P; D ≤ M ≤ P Conclusions: I. B > D II. B = D","non_ascii_suspect","flagged","","","","",""
"question","f68d9a7f-a4af-4de1-bfa5-7506e8204716","2025","8","25, 37, 51, 67, 85, ?","","spot_check","","","","",""
"question","4eedc319-812f-4fce-bb53-703ce1781ae5","2025","8","The RBI subsidiary created specifically for its IT and cyber-security needs is:","","","","","","easy",""
"question","2fc2e9dd-2d95-48dc-a471-894d3d60100b","2025","8","Which of the following is an external factor influencing corporate governance?","","","","","","easy",""
"question","dc999257-5d01-4acd-a2a7-54fb58d92c05","2025","8","Which of the following does not form part of deferred tax assets or deferred tax liabilities as per AS-22?","","","","","","easy",""
"question","d12fb771-0e39-44d8-a871-266ab76a3dbb","2025","8","The 2025 UNFPA State of World Population (SOWP) report was recently released. What is the title of this report?","","","","","","",""
"question","84ac82c0-a9ef-43a1-8845-48d0966b4512","2025","9","Which principle of insurance states that the insured cannot profit from a loss but is only restored to the previous financial position?","","","","","","easy",""
