subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-EVENING,1,160,40,ESI-2022-Q160,"Population, Employment and Social Indicators",Tribal welfare and particularly vulnerable tribal groups,esi-tribal-welfare-and-particularly-vulnerable-tribal-groups-8f5bf9f7,,"Q.160) Government of India renamed the PTGs as Particularly Vulnerable Tribal Groups (PVTGs), there are how much PVTGs n"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,121,1,ESI-2022-Q121,"International Institutions, Indices and Reports",Global indices and India's rank,esi-global-indices-and-india-s-rank-c4195427,,Q.121) What is the Rank of India in the Global Gender Gap Report 2022?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,122,2,ESI-2022-Q122,"Indian Economy, Public Finance and Industry",Sectoral composition of the economy,esi-sectoral-composition-of-the-economy-68abedde,,Q.122) Which of the following sector is related to the Service sector?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,123,3,ESI-2022-Q123,"Population, Employment and Social Indicators","Labour laws, wages and maternity benefit",esi-labour-laws-wages-and-maternity-benefit-4e442e0b,,"Q.123) After the amendment in Maternity Benefit Act, 1961 the leave was increased from 12 weeks to ______ for women in I"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,124,4,ESI-2022-Q124,Welfare Schemes and Social Security,Life and accident insurance schemes for the poor,esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f,,"Q.124) Recently the premium for Pradhan Mantri Jivan Jyoti Bima Yojana (PMJJBY) was increased by the Central government,"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,125,5,ESI-2022-Q125,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.125) Who among the following is the implementing agency for Pradhan Mantri Shram Yogi Mandhan Yojana?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,126,6,ESI-2022-Q126,"Constitution, Governance and Institutions",Fundamental Rights articles,esi-fundamental-rights-articles-a7516de6,,"Q.126) Which of the following article is related to the Prohibition of discrimination on grounds of religion, race, cast"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,127,7,ESI-2022-Q127,"Constitution, Governance and Institutions",Directive Principles of State Policy,esi-directive-principles-of-state-policy-7688b1a7,,Q.127) Which of the following articles is related to the Right to Education under the Directive principle of state polic
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,128,8,ESI-2022-Q128,"International Institutions, Indices and Reports",Global indices and India's rank,esi-global-indices-and-india-s-rank-c4195427,,Q.128) What is the Rank of India in the Global Food Security Index 2021?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,129,9,ESI-2022-Q129,"International Institutions, Indices and Reports",Global indices and India's rank,esi-global-indices-and-india-s-rank-c4195427,,Q.129) What is the rank of India in Gender Gap report?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,130,10,ESI-2022-Q130,"Indian Economy, Public Finance and Industry",Ease of doing business and reform rankings,esi-ease-of-doing-business-and-reform-rankings-b783fb34,,Q.130) How many states are there in the “Top Achievers” category of Business Reforms Action Plan 2020?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,131,11,ESI-2022-Q131,"Population, Employment and Social Indicators","Social legislation on women, children and the elderly",esi-social-legislation-on-women-children-and-the-elderly-320dd084,,Q.131) The Maintenance and Welfare of Parents and Senior Citizens Act was enacted in which of the following year?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,132,12,ESI-2022-Q132,Agricultural Economy and Food Policy,Agriculture's share in income and employment,esi-agriculture-s-share-in-income-and-employment-dd773776,,Q.132) What is the share of agriculture in National income in FY22?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,133,13,ESI-2022-Q133,"Population, Employment and Social Indicators",Census and demographic profile of India,esi-census-and-demographic-profile-of-india-f0423777,,"Q.133) As per Census 2011, which of the following state has the maximum number of senior citizens?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,134,14,ESI-2022-Q134,Welfare Schemes and Social Security,"Employees' provident fund, ESI and statutory social security",esi-employees-provident-fund-esi-and-statutory-social-security-12456dd6,,Q.134) ESI scheme is applicable to all the beneficiaries whose monthly wage does not exceed.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,135,15,ESI-2022-Q135,Welfare Schemes and Social Security,"Employees' provident fund, ESI and statutory social security",esi-employees-provident-fund-esi-and-statutory-social-security-12456dd6,,"Q.135) What is the minimum pension per month for the pensioners under the Employees’ Pension Scheme (EPS), 1995?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,136,16,ESI-2022-Q136,Rural Development and Panchayati Raj,Rural development outreach campaigns,esi-rural-development-outreach-campaigns-943bd6d3,,Q.136) Which of the following ministries is associated with “Aazadi se Antoday take'' campaign?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,137,17,ESI-2022-Q137,"Indian Economy, Public Finance and Industry","Infrastructure, transport and logistics",esi-infrastructure-transport-and-logistics-dd054b55,,Q.137) How many kilometers of inland waterways will be built to navigable waterways and strategic locations on key inter
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,138,18,ESI-2022-Q138,Agricultural Economy and Food Policy,Regulated and licensed crop cultivation,esi-regulated-and-licensed-crop-cultivation-4f48f1aa,,Q.138) Opium is legal in which of the following state along with Madhya Pradesh and Uttar Pradesh?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,139,19,ESI-2022-Q139,"Indian Economy, Public Finance and Industry",MSME sector and its contribution,esi-msme-sector-and-its-contribution-7e42574b,,Q.139) Share of MSME Gross Value Added (GVA) in All India Gross Domestic Product at current prices (2011-12) for the yea
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,140,20,ESI-2022-Q140,Agricultural Economy and Food Policy,Minimum Support Price and procurement,esi-minimum-support-price-and-procurement-08bf1b90,,"Q.140) How many eligible crops get the Minimum Support Price (MSP) under Kharif, Rabi, and commercial crops?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,141,21,ESI-2022-Q141,"Education, Health and Human Development","Higher education, enrolment and AISHE",esi-higher-education-enrolment-and-aishe-05a008bf,,"Q.141) As per AISHE 2019 -20 Report, what is the gross enrolment ratio for Schedule Cast students?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,142,22,ESI-2022-Q142,"Indian Economy, Public Finance and Industry",Monetary policy framework and inflation targeting,esi-monetary-policy-framework-and-inflation-targeting-b6fadc02,,Q.142) What is the highest inflation tolerance band as agreed by the RBI and the Government of India?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,143,23,ESI-2022-Q143,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,Q.143) What is approx. collection of Income tax during FY 2021-22?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,144,24,ESI-2022-Q144,Welfare Schemes and Social Security,Welfare schemes for senior citizens,esi-welfare-schemes-for-senior-citizens-23df6fc0,,Q.144) Which of the following Scheme is not related to the Senior Citizen of India?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,145,25,ESI-2022-Q145,Welfare Schemes and Social Security,Life and accident insurance schemes for the poor,esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f,,Q.145) Which of the following schemes is administered by Life Insurance Corporation?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,146,26,ESI-2022-Q146,Welfare Schemes and Social Security,National Social Assistance Programme and family benefits,esi-national-social-assistance-programme-and-family-benefits-81ed3eb1,,"Q.146) Which of the following scheme aims to provide a lump sum family benefit of Rs 10,000/- to the bereaved households"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,147,27,ESI-2022-Q147,"Population, Employment and Social Indicators",Census and demographic profile of India,esi-census-and-demographic-profile-of-india-f0423777,,Q.147) What percent of the total population is engaged in agriculture and allied activities as per the census 2011?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,148,28,ESI-2022-Q148,"Population, Employment and Social Indicators",Census and demographic profile of India,esi-census-and-demographic-profile-of-india-f0423777,,Q.148) What is the percentage of the rural population out of the total population as per the census 2011?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,149,29,ESI-2022-Q149,Welfare Schemes and Social Security,Life and accident insurance schemes for the poor,esi-life-and-accident-insurance-schemes-for-the-poor-dafd168f,,Q.149) What is the new premium amount for Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,150,30,ESI-2022-Q150,Welfare Schemes and Social Security,Minority welfare schemes,esi-minority-welfare-schemes-81953b4a,,Q.150) Which one of the following is not the component of PM Virasat ka Samvardhan (PM VIKAS) Yojana?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,151,31,ESI-2022-Q151,Rural Development and Panchayati Raj,Drinking water supply and Jal Jeevan Mission,esi-drinking-water-supply-and-jal-jeevan-mission-c4aff951,,Q.151) Jal Jivan Mission started in the year 2019-20 and targeted with providing tap water connection by the year____?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,152,32,ESI-2022-Q152,"Constitution, Governance and Institutions",Directive Principles of State Policy,esi-directive-principles-of-state-policy-7688b1a7,,"Q.152) Under which of the following article of Indian constitution, the state shall within the limits of its economics c"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,153,33,ESI-2022-Q153,Agricultural Economy and Food Policy,Crop production estimates and agricultural statistics,esi-crop-production-estimates-and-agricultural-statistics-cde429a8,,"Q.153) Forecasting Agriculture output using space, agrometeorological and land -based observation (FASAL), which organis"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,154,34,ESI-2022-Q154,Rural Development and Panchayati Raj,Rural roads and PMGSY,esi-rural-roads-and-pmgsy-2cb50665,,Q.154) How much amount has been invested by World Bank since the implementation of Pradhan Mantri Gram Sadak Yojna (PMGS
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,155,35,ESI-2022-Q155,Agricultural Economy and Food Policy,"Irrigation, water resources and river linking",esi-irrigation-water-resources-and-river-linking-1923c369,,Q.155) What is the percentage decline in the annual per capita availability of water in India?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,156,36,ESI-2022-Q156,"Population, Employment and Social Indicators",Employment statistics and employment services,esi-employment-statistics-and-employment-services-be746d7a,,"Q.156) According to the CMIE, what was the Labour force participation rate in rural India between January to April 2022?"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,157,37,ESI-2022-Q157,Agricultural Economy and Food Policy,Watershed development,esi-watershed-development-10ea5c65,,Q.157) Which of the following is not the objective of Watershed Management -
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,158,38,ESI-2022-Q158,"Population, Employment and Social Indicators",Poverty measurement and multidimensional poverty,esi-poverty-measurement-and-multidimensional-poverty-fccf8721,,Q.158) Which of the following is the third poorest state as per multidimensional poverty index?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,159,39,ESI-2022-Q159,"Population, Employment and Social Indicators",Employment statistics and employment services,esi-employment-statistics-and-employment-services-be746d7a,,Q.159) In which of the following year National Career Service Launched?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2022-MORNING,1,160,40,ESI-2022-Q160,Rural Development and Panchayati Raj,Drinking water supply and Jal Jeevan Mission,esi-drinking-water-supply-and-jal-jeevan-mission-c4aff951,,Q.160) What is the target year for Swachh Bharat Mission-Urban 2.0?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,1,1,ESI-2023-Q001,"Indian Economy, Public Finance and Industry",Inflation measurement and price indices,esi-inflation-measurement-and-price-indices-b4ee8a99,,Q.1) The Consumer Price Index (CPI) measures the overall change in consumer prices based on a representative basket of g
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,2,2,ESI-2023-Q002,Agricultural Economy and Food Policy,Direct income support to farmers,esi-direct-income-support-to-farmers-d6af2ca5,,"Q.2) Which among the following statements are true regarding PM KISAN scheme? 1. A family is defined as husband, wife, c"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,3,3,ESI-2023-Q003,"Constitution, Governance and Institutions",Right to Information,esi-right-to-information-c8f2300e,,"Q.3) As per RTI Act, Central Public Information Officers/ State Public Information Officers (under Section 6) shall disp"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,4,4,ESI-2023-Q004,Welfare Schemes and Social Security,Artisan and traditional-trade schemes,esi-artisan-and-traditional-trade-schemes-7f089b75,,"Q.4) Under the PM Vishwakarma Yojana, the beneficiaries will be given a toolkit incentive along with the initial collate"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,5,5,ESI-2023-Q005,Rural Development and Panchayati Raj,"MGNREGA design, entitlements and performance",esi-mgnrega-design-entitlements-and-performance-91290406,,"Q.5) Under Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS), the beneficiaries have a right to get ex"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,6,6,ESI-2023-Q006,"Education, Health and Human Development",School education schemes and curriculum frameworks,esi-school-education-schemes-and-curriculum-frameworks-ce15e747,,"Q.6) The Pradhan Mantri Schools for Rising India (PM SHRI) scheme, which provides the setting up of more than 14500 PM S"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,7,7,ESI-2023-Q007,"Indian Economy, Public Finance and Industry","Khadi, coir and village industries",esi-khadi-coir-and-village-industries-8966daf6,,Q.7) What is the eligible age group of beneficiaries under the Khadi Gramodyog Vikas Yojana?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,8,8,ESI-2023-Q008,Welfare Schemes and Social Security,Women and child welfare schemes,esi-women-and-child-welfare-schemes-b322a19f,,"Q.8) Mission __________ is an integrated women development programme for safety, security and empowerment of women being"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,9,9,ESI-2023-Q009,Rural Development and Panchayati Raj,Rural roads and PMGSY,esi-rural-roads-and-pmgsy-2cb50665,,Q.9) Which among the following are the categories of the roads constructed under Pradhan Mantri Gram Sadak Yojana (PMGSY
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,10,10,ESI-2023-Q010,"Banking, Credit and Financial Inclusion",Microfinance sector and its regulation,esi-microfinance-sector-and-its-regulation-28890afb,,Q.10) Which of the following acts as the last mile financier for entities eligible to avail financial assistance from NS
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,11,11,ESI-2023-Q011,Rural Development and Panchayati Raj,Swachh Bharat and sanitation missions,esi-swachh-bharat-and-sanitation-missions-9b655979,,"Q.11) Under Swachh Bharat Mission (Gramin) Phase-II, upto 5% of the total funding for programmatic components can be spe"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,12,12,ESI-2023-Q012,"Population, Employment and Social Indicators",Census and demographic profile of India,esi-census-and-demographic-profile-of-india-f0423777,,"Q.12) As per the Economic Survey 2022-23, _____ of India's population lives in the rural areas and 47% of the population"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,13,13,ESI-2023-Q013,"Indian Economy, Public Finance and Industry",Long-term growth strategy and policy vision,esi-long-term-growth-strategy-and-policy-vision-c7c157e1,,"Q.13) In an address delivered in August 2023 – “Building Blocks for a Sustainable Future”, the RBI Governor mentioned si"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,14,14,ESI-2023-Q014,Agricultural Economy and Food Policy,Biofuel and bioenergy programmes,esi-biofuel-and-bioenergy-programmes-2179315b,,"Q.14) The Global Biofuel Alliance, launched during G20 summit held in New Delhi, will help to accelerate which of the fo"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,15,15,ESI-2023-Q015,"Indian Economy, Public Finance and Industry",Industrial production and statistical agencies,esi-industrial-production-and-statistical-agencies-cb39c8b6,,Q.15) The Central Statistical Organisation (CSO) is responsible for the compilation and publication of the Index of Indu
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,16,16,ESI-2023-Q016,"Population, Employment and Social Indicators",Gender statistics and indicators,esi-gender-statistics-and-indicators-0e67ccaa,,"Q.16) Gender indicators are quantitative metrics to provide information to monitor performance, measure achievement and "
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,17,17,ESI-2023-Q017,Rural Development and Panchayati Raj,Rural entrepreneurship and business incubation,esi-rural-entrepreneurship-and-business-incubation-31c4257a,,Q.17) Livelihood Business Incubator (LBI) is an entity set up for imparting skill development & incubation programmes fo
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,18,18,ESI-2023-Q018,Agricultural Economy and Food Policy,Crop production estimates and agricultural statistics,esi-crop-production-estimates-and-agricultural-statistics-cde429a8,,Q.18) Unified Portal for Agricultural Statistics (UPAg) is an advanced agricultural data management platform designed to
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,19,19,ESI-2023-Q019,"International Institutions, Indices and Reports",International economic forums and summit declarations,esi-international-economic-forums-and-summit-declarations-4cfa2293,,"Q.19) G20 New Delhi Declaration 2023 focusses on which areas relating to Gender equality, women empowerment and women le"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,20,20,ESI-2023-Q020,"Banking, Credit and Financial Inclusion",Cooperatives and cooperative banks,esi-cooperatives-and-cooperative-banks-64438c62,,Q.20) RBI has taken various initiatives to improve the financial resilience of Indian Banking sector. One is the categor
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,21,21,ESI-2023-Q021,"Education, Health and Human Development",School education schemes and curriculum frameworks,esi-school-education-schemes-and-curriculum-frameworks-ce15e747,,Q.21) Which of the following statements is true about National Curriculum Framework for School Education (NCF-SE)? on as
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,22,22,ESI-2023-Q022,"Banking, Credit and Financial Inclusion",Digital finance and technology in banking,esi-digital-finance-and-technology-in-banking-a1a8e123,,"Q.22) RBI Deputy Governor Michael Debabrata, in Sep 2023, highlighted that financial sector in India is on the cusp of a"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,23,23,ESI-2023-Q023,"Banking, Credit and Financial Inclusion",Priority sector lending norms,esi-priority-sector-lending-norms-05568a2d,,Q.23) Bank loan for _________ upto an aggregate limit of ₹100 crore per borrower will be eligible to be classified as an
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,24,24,ESI-2023-Q024,"Banking, Credit and Financial Inclusion",Priority sector lending norms,esi-priority-sector-lending-norms-05568a2d,,Q.24) Bank loan to individuals for education purposes including vocational courses up to maximum amount _______ will be 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,25,25,ESI-2023-Q025,"Population, Employment and Social Indicators",Skill development and apprenticeship,esi-skill-development-and-apprenticeship-b69d40f8,,Q.25) ‘Skills on Wheels’ initiative launched by Ministry of Skill Development and Empowerment in collaboration with NSDC
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,26,26,ESI-2023-Q026,Agricultural Economy and Food Policy,Agricultural marketing reform and indices,esi-agricultural-marketing-reform-and-indices-387d7e72,,"Q.26) The Ministry of Agriculture & Farmers' Welfare, GoI, has approved the continuation of AMI sub-scheme of ISAM upto "
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,27,27,ESI-2023-Q027,"Population, Employment and Social Indicators",Population projections,esi-population-projections-d1e88ca6,,"Q.27) As per report of technical group on population projection (July 2020) by National Commission on Population, Minist"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,28,28,ESI-2023-Q028,"Education, Health and Human Development","Adult, vocational and non-formal education",esi-adult-vocational-and-non-formal-education-e5e53aa8,,"Q.28) The target beneficiaries of ‘Jan Shikshan Sansthan’ scheme are non-literates, neoliterates, and persons having a r"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,29,29,ESI-2023-Q029,Agricultural Economy and Food Policy,e-NAM and electronic agricultural markets,esi-e-nam-and-electronic-agricultural-markets-5a469ac2,,Q.29) Name the pan-India electronic trading portal for transparent sale transactions and price discovery initially in re
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,30,30,ESI-2023-Q030,Rural Development and Panchayati Raj,"DAY-NRLM, self-help groups and rural livelihoods",esi-day-nrlm-self-help-groups-and-rural-livelihoods-afd82160,,"Q.30) Under the DAY-NRLM scheme, the households are identified with minimum 1- deprivation criterion as per the Socio Ec"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,31,31,ESI-2023-Q031,"Banking, Credit and Financial Inclusion",Financial inclusion and Jan Dhan,esi-financial-inclusion-and-jan-dhan-71aa2972,,Q.31) Pradhan Mantri Jan-Dhan Yojana (PMJDY) is National Mission for Financial Inclusion to ensure access to financial s
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,32,32,ESI-2023-Q032,Welfare Schemes and Social Security,"Food security, PDS and free foodgrain schemes",esi-food-security-pds-and-free-foodgrain-schemes-f4f74cbc,,"Q.32) As per the provision of NFSA 2013, government has decided to provide food grains free of cost for a period of ____"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,33,33,ESI-2023-Q033,Welfare Schemes and Social Security,Clean cooking fuel and energy access schemes,esi-clean-cooking-fuel-and-energy-access-schemes-14bfe216,,Q.33) The Central government has approved extension of PMUY in September 2023. This approval made provision for _____ ad
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,34,34,ESI-2023-Q034,"Banking, Credit and Financial Inclusion","Credit schemes for SC, ST and women entrepreneurs",esi-credit-schemes-for-sc-st-and-women-entrepreneurs-16e66d55,,"Q.34) As per the guidelines of Stand-Up India Scheme, loans between Rs 10 lakh and _____ will be provided to at least on"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,35,35,ESI-2023-Q035,"Banking, Credit and Financial Inclusion","Credit schemes for SC, ST and women entrepreneurs",esi-credit-schemes-for-sc-st-and-women-entrepreneurs-16e66d55,,Q.35) Under the Small loan scheme for individuals from National Backward Classes Finance and Development Corporation (NB
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,36,36,ESI-2023-Q036,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.36) Which category of persons are eligible to join NPS – All Citizen Modal scheme? 1. An Indian Citizen (Resident or N
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,37,37,ESI-2023-Q037,"Education, Health and Human Development",Scholarships and student support schemes,esi-scholarships-and-student-support-schemes-8b26012c,,Q.37) Which of the following schemes have been merged and renamed as Scholarships for Higher Education for Young Achieve
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,38,38,ESI-2023-Q038,"Education, Health and Human Development",Ayushman Bharat and health insurance,esi-ayushman-bharat-and-health-insurance-0f8290e9,,Q.38) PMJAY provides coverage of max ____ per year per family for the secondary and tertiary care hospitalization.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,39,39,ESI-2023-Q039,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.39) Which of the following is a biometric enabled digital service for pensioners of Central government/ State governme
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2023,1,40,40,ESI-2023-Q040,Rural Development and Panchayati Raj,Rural and urban housing schemes,esi-rural-and-urban-housing-schemes-92031959,,Q.40) Which of the following is not an automatic/compulsory inclusion under Pradhan Mantri Awas Yojana (Gramin)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2020,2,24,24,ARD-2020-Q024,"International Institutions, Indices and Reports",Multilateral development banks and the IMF,esi-multilateral-development-banks-and-the-imf-76ca8ef5,,Q.24) International Monetary fund was established in which of following year?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2020,2,25,25,ARD-2020-Q025,"International Institutions, Indices and Reports",WTO and global trade bodies,esi-wto-and-global-trade-bodies-8a33bd0d,,Q.25) Which of the following statements regarding World Trade organisation are NOT true?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P2-ARD-2020,2,26,26,ARD-2020-Q026,"Population, Employment and Social Indicators",Population theories and demographic transition,esi-population-theories-and-demographic-transition-a323bbe5,,"Q.26) What is the concept in which the stable high fertility and mortality population is converted to low-fertility, low"
