group,id,verdict,fact,source,note
CA-B,CAB-103,confirmed,s.420(2): rectification within 2 years of order; not if appealed,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-104,confirmed,s.420(2) proviso; s.421(3) 45 days + up to 45 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-105,confirmed,s.123(1): exclude unrealised gains; set off b/f losses; after depreciation,https://ca2013.com/declaration-of-dividend/,
CA-B,CAB-107,confirmed,s.123(4) deposit within 5 days; s.127 30 days; s.124(1) +7 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-108,confirmed,s.124(2): 12% p.a.,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-109,confirmed,"s.127: 18% p.a.; director imprisonment up to 2 yrs and fine >= Rs 1,000/day",https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-110,confirmed,s.186(2) limit = higher of 60%(PUC+FR+SP) and 100%(FR+SP),https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-111,confirmed,s.186(3) SR if aggregate exceeds limit; s.186(5) Board meeting,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-112,confirmed,s.186(7): interest not below G-sec yield (1/3/5/10 yr) closest to tenor,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-114,confirmed,s.141(3)(d) + Audit Rules r.10: relative's securities <= Rs 1 lakh FV; indebtedness <= Rs 5 lakh; guarantee <= Rs 1 lakh,https://indiankanoon.org/doc/109179006/,
CA-B,CAB-115,confirmed,s.144(b) internal audit and (c) financial information system design prohibited,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-116,confirmed,"Audit Rules r.13(1),(2): report to Board/AC within 2 days; reply in 45 days; to CG within 15 days of reply",https://indiankanoon.org/doc/109179006/,
CA-B,CAB-118,confirmed,s.140(5): Tribunal directs change of auditor; 5-year bar; s.447,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-119,confirmed,"s.42(2) + PAS r.14(2)(b): 200 per FY per kind of security, excl. QIBs/ESOP",https://ca2013.com/offer-or-invitation-for-subscription-of-securities-on-private-placement/,
CA-B,CAB-120,confirmed,s.42(6): allot within 60 days of receipt; refund within 15 days thereafter,https://ca2013.com/offer-or-invitation-for-subscription-of-securities-on-private-placement/,
CA-B,CAB-121,confirmed,s.42(6): 12% p.a. interest from expiry of 60th day,https://ca2013.com/offer-or-invitation-for-subscription-of-securities-on-private-placement/,
CA-B,CAB-123,confirmed,s.55(2)(c): CRR = nominal value redeemed out of profits,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-124,confirmed,s.55(2)(d)(ii)/s.52(2)(d): premium out of profits or SP for non-prescribed class,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-125,confirmed,s.55(2)(c): nominal redeemed = fresh issue proceeds + CRR from profits,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-126,confirmed,s.55(2) proviso: CRR usable only for fully paid bonus shares; s.55(2)(b) only fully paid shares redeemed,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-127,confirmed,"s.174(1) with Explanation (vacancies excluded, fraction rounded); s.174(3)",https://ca2013.com/174-quorum-for-meetings-of-board/,
CA-B,CAB-128,confirmed,"s.103(1)(a)(ii) 15 personally present; s.113 authorised representatives counted, proxies not",https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-129,confirmed,s.175(1) and proviso,https://www.indiacode.nic.in/handle/123456789/2114,
CA-B,CAB-130,confirmed,s.178(5) SRC chaired by non-executive director; s.178(7) chair attends GMs,https://www.indiacode.nic.in/handle/123456789/2114,
ACC-CST-MGT,CST-003,confirmed,"CA 2013 s.148 + Cos (Cost Records and Audit) Rules 2014 r.3: cost records only for specified industries above turnover thresholds, not every company",https://www.mca.gov.in/Ministry/pdf/Companies_Cost_Records_Audit_Rules_2014.pdf,
ECO,ECO-013,confirmed,"GDP = GVA_BP + product taxes - product subsidies = 1,94,500",https://www.mospi.gov.in/uploads/announcements/announcements_1772117257791_84ae898f-7be2-4b7d-a135-565e1a809513_FAQ_GDP_26022026_1902.pdf,
ECO,ECO-029,confirmed,SNA 2008 production boundary: own-account goods and owner-occupied housing in; unpaid household services out; dealer commission on used goods in,https://www.mospi.gov.in/uploads/announcements/announcements_1772117257791_84ae898f-7be2-4b7d-a135-565e1a809513_FAQ_GDP_26022026_1902.pdf,
ECO,ECO-032,confirmed,GNP_MP=GDP_MP+NFIA; NDP_FC=GDP_MP-CFC-NIT; GVA_BP=GVA_FC+net production taxes; PDI=PI-direct personal taxes-misc receipts,https://www.mospi.gov.in/uploads/announcements/announcements_1772117257791_84ae898f-7be2-4b7d-a135-565e1a809513_FAQ_GDP_26022026_1902.pdf,
ECO,ECO-034,confirmed,"India's primary income account is in deficit (NFIA<0, GNI<GDP); personal transfers are secondary income under BPM6",https://dbie.rbi.org.in,
ECO,ECO-053,confirmed,M3 = M1 + time deposits with banks (RBI Second Working Group),https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-054,confirmed,M0 = currency in circulation + bankers' deposits with RBI + other deposits with RBI,https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-068,confirmed,"M0 = CiC (incl. bank vault cash) + bankers' deposits + other deposits = 3,850",https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-069,confirmed,"M1 = C + DD + OD = 5,240; M3 = M1 + TD = 13,240",https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-091,confirmed,M0 = 32 + 8 + 0.5 = 40.5,https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-092,confirmed,M1 = 30 + 25 + 0.5 = 55.5,https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-093,confirmed,M3 = 55.5 + 110 = 165.5,https://ies.gov.in/arthapedia/concept/money-supply,
ECO,ECO-139,confirmed,FD = total expenditure - (revenue receipts + non-debt capital receipts) = borrowings and other liabilities,https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-140,confirmed,PD = FD - interest payments,https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-141,confirmed,FY 1 April-31 March; Union Budget presented on 1 February since 2017-18 (Budget 2026-27 presented 1 Feb 2026),https://www.indiabudget.gov.in,
ECO,ECO-142,confirmed,Art. 112 Constitution: Annual Financial Statement,https://www.indiacode.nic.in/handle/123456789/15240,
ECO,ECO-144,confirmed,Plan/non-plan distinction discontinued from Budget 2017-18; revenue/capital classification retained,https://www.indiabudget.gov.in,
ECO,ECO-147,confirmed,"FD = 45,000 - (32,000+800+1,200) = 11,000",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-148,confirmed,"PD = 6,400 - 3,900 = 2,500",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-149,confirmed,"RD = 32,000 - 26,500 = 5,500",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-150,confirmed,"ERD = RD - grants for creation of capital assets = 3,700",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-151,confirmed,Disinvestment proceeds = miscellaneous (non-debt) capital receipts,https://www.indiabudget.gov.in/doc/Budget_at_Glance/bag5.pdf,
ECO,ECO-152,confirmed,Grants for creation of capital assets are Union revenue expenditure; netted in ERD,https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-153,confirmed,"GoI T-bills issued in 91, 182 and 364-day maturities; CMBs separately for <91 days",https://www.rbi.org.in/commonperson/English/Scripts/FAQs.aspx?Id=711,
ECO,ECO-159,confirmed,"FD = 37,500 - 23,500 - 400 - 600 = 13,000",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-160,confirmed,"FD 11,500; PD = 11,500 - 12,000 = -500 (primary surplus 500)",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-161,confirmed,"RD = 27,500 - 21,000 = 6,500; ERD = 6,500 - 2,200 = 4,300",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-162,confirmed,"Capital receipts: loan recoveries, disinvestment, borrowings; dividends are non-tax revenue",https://www.indiabudget.gov.in/doc/Budget_at_Glance/bag5.pdf,
ECO,ECO-163,confirmed,Interest = revenue exp; loan recovery = non-debt capital receipt; loans to states = capital exp; spectrum auction proceeds = non-tax revenue (communication services),https://www.indiabudget.gov.in/doc/Budget_at_Glance/bag5.pdf,
ECO,ECO-164,confirmed,PD = FD - IP; PD=0 implies FD = IP,https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-165,confirmed,"Shift from capital grants to own capex: RD falls, ERD and FD unchanged",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-166,confirmed,Internal debt includes dated G-secs and T-bills; WMA under RBI Act s.17(5) for temporary mismatches; external debt includes multilateral and bilateral,https://dea.gov.in/public-debt-management,
ECO,ECO-167,confirmed,"Non-tax revenue heads: interest receipts, dividends and profits, external grants, other non-tax revenue (fees, fines) = 4,450",https://www.indiabudget.gov.in/doc/Budget_at_Glance/bag5.pdf,
ECO,ECO-168,confirmed,"FD = sum of financing items (net borrowings, other liabilities, draw-down of cash) = 12,000",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-169,confirmed,"Capex = capital outlay + loans + equity = 3,800; grants for capital assets are revenue exp",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-170,confirmed,"Arts. 109, 116; Railway Budget merged 2017-18; RS cannot amend a Money Bill",https://www.indiacode.nic.in/handle/123456789/15240,
ECO,ECO-171,confirmed,"FD = 44,400 - 28,500 - 1,500 = 14,400",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-172,confirmed,"RD = 36,000 - 28,500 = 7,500",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-173,confirmed,"ERD = 7,500 - 3,200 = 4,300",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-174,confirmed,"PD = 14,400 - 9,500 = 4,900",https://www.indiabudget.gov.in/doc/Budget_at_Glance/budget_at_a_glance.pdf,
ECO,ECO-179,confirmed,"BIS (1930), Basel; bank for central banks; hosts BCBS",https://www.bis.org/about/index.htm,
ECO,ECO-180,confirmed,"IOSCO (1983), Madrid; global securities regulators' body",https://www.iosco.org/about/?subsection=about_iosco,
ECO,ECO-181,confirmed,"India is a member of IBRD, IDA, IFC, MIGA but not an ICSID Contracting State",https://icsid.worldbank.org/about/member-states/database-of-member-states,
ECO,ECO-182,confirmed,"SDR basket (2022 review, effective Aug 2022): USD, EUR, CNY, JPY, GBP",https://www.imf.org/en/About/Factsheets/Sheets/2023/special-drawing-rights-sdr,
ECO,ECO-187,confirmed,CRR/SLR are direct instruments; repo/MSF/OMO are indirect market-based,https://www.rbi.org.in/Scripts/FS_Overview.aspx?fn=2752,
ECO,ECO-197,confirmed,Automatic route: no prior approval; government route: prior approval of administrative ministry/department via FIF Portal (FIPB abolished 2017),https://dpiit.gov.in/policies-rules-and-acts/policies/foreign-direct-investment,
ECO,ECO-199,confirmed,RBI Act Preamble (as amended by Finance Act 2016): 'to maintain price stability keeping in mind the objective of growth',https://ies.gov.in/arthapedia/concept/monetary-policy-committee-mpc,
ECO,ECO-200,confirmed,BPM6: CA = goods -260 + services +160 + primary -45 + secondary +115 = -30,https://www.imf.org/external/pubs/ft/bop/2007/bopman6.htm,
ECO,ECO-203,confirmed,India's regime is market-determined/managed (not a formal peg); fixed-rate and currency-board mechanics standard,https://www.imf.org/en/Publications/Annual-Arrangements-Exchange-Restrictions,
ECO,ECO-204,confirmed,"Quota determines votes, access and SDR allocations; SDR is a reserve asset, not circulating currency; RFI gives rapid BoP support",https://www.imf.org/en/About/Factsheets/Sheets/2023/Rapid-Financing-Instrument-RFI,
ECO,ECO-205,confirmed,Target 4% +/-2% (retained for 1 Apr 2026-31 Mar 2031 by notification of Mar 2026); failure = average CPI inflation outside band for any three consecutive quarters; report under s.45ZN,https://www.business-standard.com/economy/news/govt-asks-rbi-maintain-retail-inflation-at-4-pc-till-mar-2031-126032501318_1.html,
ECO,ECO-206,confirmed,RBI circular 4 Sep 2019: new floating-rate retail/MSE loans linked to external benchmark from 1 Oct 2019; WACR is operating target,https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11671,
ECO,ECO-211,confirmed,FEMA (NDI) Rules 2019 r.2: FDI = investment in unlisted co. or >=10% post-issue paid-up equity (fully diluted) of listed co.; proviso: FDI continues as FDI even if it falls below 10%,https://www.indiacode.nic.in,
ECO,ECO-218,confirmed,"Q1 7.00%, Q2 7.32%, Q3 7.10% all >6%: three consecutive quarters = failure",https://www.business-standard.com/economy/news/govt-asks-rbi-maintain-retail-inflation-at-4-pc-till-mar-2031-126032501318_1.html,
ECO,ECO-219,confirmed,"SDF = repo - 25 bps, MSF = repo + 25 bps (since Apr 2022; e.g. repo 5.25/SDF 5.00/MSF 5.50 in 2026); repo 6.5 gives SDF 6.25, MSF 6.75",https://cleartax.in/s/repo-rate,
FIN-A-C,FINA-014,confirmed,"G-secs 30/360; T-bills Actual/364 yield; CP/CD Actual/365; listed corporate bonds Actual/Actual (SEBI circular CIR/IMD/DF/18/2013, 29 Oct 2013)",https://www.rbi.org.in/Scripts/FAQView.aspx?Id=79,
FIN-A-C,FINA-015,confirmed,30/360 day count for GoI dated securities; 14 Jul-3 Oct = 79 days; AI = 7.18x79/360 = 1.5756,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=79,
FIN-A-C,FINA-016,confirmed,T-bill yield = (100-P)/P x 364/d; 1.725/98.275x364/91 = 7.0211%,https://www.rbi.org.in/Scripts/FAQView.aspx?Id=79,
FIN-A-C,FINA-017,confirmed,"30/360: 103 days; AI 1.9885; dirty 101.2385; Rs 5 cr x 101.2385% = Rs 5,06,19,236",https://www.rbi.org.in/Scripts/FAQView.aspx?Id=79,
FIN-A-C,FINA-060,confirmed,"SMA-0 up to 30 days, SMA-1 >30-60, SMA-2 >60-90 days overdue (Prudential Framework 7 Jun 2019; RBI clarification 12 Nov 2021); 75 days = SMA-2",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11580,"Key correct. Optional: RBI consolidated its prudential circulars into the 2025 Commercial Banks Master Directions (Nov 2025); ref could be updated, SMA bands unchanged."
FIN-A-C,FINA-061,confirmed,"Sub-standard <=12 months; D1 up to 1 yr, D2 >1-3 yrs, D3 >3 yrs in doubtful category; 18 months doubtful = D2",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12533,
FIN-A-C,FINA-062,confirmed,"IRACP provisioning: standard 0.40%, sub-standard 15% (unsecured ab initio 25%), doubtful secured D1 25%/D2 40%/D3 100%, unsecured 100%, loss 100%; total 43.00 cr (arithmetic verified)",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12533,
FIN-A-C,FINA-063,confirmed,RBI circular 1 Apr 2019: disclose divergence if additional provisioning >10% of reported PBP&C OR additional GNPA >15% of published incremental GNPA,https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12533,
FIN-A-C,FINA-067,confirmed,BR Act s.35A(1): directions in public interest / interest of banking policy / to prevent affairs detrimental to depositors or bank / to secure proper management,https://www.indiacode.nic.in/handle/123456789/1885,
FIN-A-C,FINA-068,confirmed,"s.22 BR Act licence; s.42(6)(a) RBI Act paid-up capital+reserves >= Rs 5 lakh; s.24 (as amended 2007) sets only 40% SLR ceiling, no 25% floor; Banking Laws (Amendment) Act 2025 did not restore a floor",https://www.indiacode.nic.in/handle/123456789/1885,
FIN-A-C,FINA-069,confirmed,BR Act s.5(b) banking def; s.22 licensing; s.35A directions; s.45 moratorium/reconstruction/amalgamation,https://www.indiacode.nic.in/handle/123456789/1885,
FIN-A-C,FINA-070,confirmed,RBI Basel III: CET1 5.5% + CCB 2.5% = 8%; Tier 1 7%; total 9% (+CCB 11.5%),https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-074,confirmed,"General provisions in Tier 2 capped at 1.25% of credit RWA; CRAR = 8,900/76,000 = 11.71%",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-075,confirmed,"RBI (June 2019, effective 1 Oct 2019): leverage ratio >= 4% for D-SIBs, >= 3.5% other banks",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-077,confirmed,"D-SIB surcharge 0.20-1.00% CET1 by bucket, in addition to CCB",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-078,confirmed,RBI BC/BF guidelines (Jan 2006 onward): bank fully responsible for BC acts; BF no cash handling; BCs cannot levy charges directly on customers,https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=5970,
FIN-A-C,FINA-079,confirmed,Payments banks/SFBs may use BCs; for-profit companies permitted as BCs since Sept 2010 (NBFC-ND since 2014) - R false,https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=5970,
FIN-A-C,FINA-080,confirmed,RBI (Certificate of Deposit) Directions 2021: min Rs 5 lakh and multiples; banks 7 days-1 year; AIFIs 1-3 years,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=12155,
FIN-A-C,FINA-083,confirmed,"RBI CP & NCD (up to 1 yr) Directions 2024: eligible issuers incl. companies, NBFCs, LLPs with net worth >= Rs 100 cr; tenor 7 days-1 yr; denomination Rs 5 lakh; issuance shall not be underwritten or co-accepted",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=12591,
FIN-A-C,FINA-086,confirmed,"Call, Notice and Term Money Markets Directions 2021: call = overnight; notice = up to 14 days excl. overnight; term = >14 days to 1 year",https://fimmda.org/pdf/PublicationsAndPolicies/RegulatoryCirculars/Direction_RBI_Money_Market.pdf,
FIN-A-C,FINA-090,confirmed,"PPS (w.e.f. 1 Jan 2021): enable for cheques >= Rs 50,000, banks may mandate >= Rs 5 lakh; cheque validity 3 months (circular 4 Nov 2011, effective 1 Apr 2012); CTS-2010 standard",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11941,Key correct; minor: explanation dates validity to 'April 2012' (effective date) while ref says Nov 2011 (circular date) - harmonise if desired.
FIN-A-C,FINA-092,confirmed,"NABARD, SIDBI, NHB, EXIM, NaBFID are RBI-regulated AIFIs; NaBFID Act 2021; HFC regulation moved to RBI by Finance (No.2) Act 2019 (NHB retains supervision)",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=11929,
FIN-A-C,FINA-097,confirmed,"FBIL (2014) owned by FIMMDA, FEDAI, IBA; administers overnight MIBOR, USD/INR reference rate; RBI regulates benchmark administrators",https://www.fbil.org.in/,
FIN-A-C,FINA-098,confirmed,FBIL MMIFOR uses SOFR in place of USD LIBOR; MIFOR discontinued after 30 Jun 2023,https://www.fbil.org.in/,
FIN-A-C,FINA-099,confirmed,"Eligible GP = 1,200; total capital 14,000; RWA 1,16,000; CRAR 12.07%",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-100,confirmed,"CET1 requirement (5.5+2.5+0.40)% x 1,16,000 = 9,744; surplus 56; bucket-2 surcharge 0.40% matches RBI D-SIB framework",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-101,confirmed,"Leverage ratio = Tier 1 11,200 / 2,70,000 = 4.15% vs 4% D-SIB floor",https://www.rbi.org.in/Scripts/BS_ViewMasCirculardetails.aspx?id=12517,
FIN-A-C,FINA-108,confirmed,"AIF Regs: Angel Fund is a sub-category of Venture Capital Fund under Category I (Reg 2(1)(c), Chapter III-A)",https://www.sebi.gov.in/legal/regulations/sep-2025/securities-and-exchange-board-of-india-alternative-investment-funds-regulations-2012-last-amended-on-september-09-2025-_96781.html,
FIN-A-C,FINA-109,confirmed,"Reg 16(1)(c)/17(c): Cat I/II no borrowing except temporary funding (<=30 days, <=4 times/yr, <=10% of investable funds); Reg 18: Cat III leverage within limits, may be open/close-ended; Reg 10(c): min Rs 1 cr (Rs 25 lakh employees/directors)",https://www.sebi.gov.in/legal/regulations/sep-2025/securities-and-exchange-board-of-india-alternative-investment-funds-regulations-2012-last-amended-on-september-09-2025-_96781.html,Key correct. Minor: explanation's 'exemption for accredited investors in LVFs' is loosely worded; LVF threshold now Rs 25 crore (2025 amendment).
FIN-A-C,FINA-110,confirmed,NBFC-AA Directions 2016: AA is consent-based conduit; data not to reside with AA nor be used for other purposes; end-to-end encrypted,https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10598,
FIN-A-C,FINA-111,confirmed,"AA must be NBFC-AA registered with RBI; SEBI/IRDAI/PFRDA REs are FIPs/FIUs; consent artefact has purpose, data, duration, frequency, revocable; AA cannot undertake other business",https://www.rbi.org.in/Scripts/BS_ViewMasDirections.aspx?id=10598,
FIN-A-C,FINA-114,confirmed,"ICDR Sch XIII (amended Jan 2022, issues opening on/after 1 Apr 2022): 50% of anchor shares locked 30 days, 50% for 90 days from allotment",https://taxguru.in/sebi/sebi-issue-capital-disclosure-requirements-third-amendment-regulations-2025.html,
FIN-A-C,FINA-115,confirmed,"ICDR Sch XIII: anchor = QIB applying >= Rs 10 cr (main board); bidding one working day before issue opens; no refund if issue price < anchor price, top-up if higher",https://www.sebi.gov.in/sebi_data/meetingfiles/sep-2025/1758535137982_1.pdf,"Key correct. Note the Nov 2025 ICDR (Third Amendment) revised anchor categories (min allotment Rs 5 cr per anchor, up to 15 anchors per Rs 250 cr) and anchor reservation (40%: 1/3 MFs + balance life insurers/pension funds); the Rs 10 crore minimum application is not the same as the Rs 5 crore minimum allotment - consider mentioning to avoid confusion."
FIN-A-C,FINA-116,confirmed,NHAI HAM (2016): 40% bid project cost as construction support; 60% by developer; annuities; toll/traffic risk with authority,https://morth.nic.in/hybrid-annuity-model,
FIN-A-C,FINA-118,confirmed,"Developer share 60% x 1,200 = 720; equity 30% = 216",https://morth.nic.in/hybrid-annuity-model,
FIN-A-C,FINA-119,confirmed,e-Rupee wholesale pilot 1 Nov 2022; retail pilot 1 Dec 2022,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=54773,
FIN-A-C,FINA-120,confirmed,Finance Act 2022 amended RBI Act s.2 & s.22 for digital bank notes; e-Rupee non-interest-bearing RBI liability; VDA SPs reporting entities under PMLA notification 7 Mar 2023,https://www.rbi.org.in/Scripts/PublicationReportDetails.aspx?UrlPage=&ID=1218,
FIN-A-C,FINA-124,confirmed,MWCB: 10% before 1 pm 45 min; 1-2:30 pm 15 min; after 2:30 pm no halt,https://www.sebi.gov.in/legal/circulars/may-2013/revision-of-market-wide-index-based-circuit-breaker-mechanism_24839.html,
FIN-A-C,FINA-125,confirmed,"MWCB: 15% before 1 pm 1h45m; 1-2 pm 45 min; on/after 2 pm rest of day; levels 21,942/20,723/19,504 from 24,380",https://www.sebi.gov.in/legal/circulars/may-2013/revision-of-market-wide-index-based-circuit-breaker-mechanism_24839.html,
FIN-A-C,FINA-129,confirmed,CRA Regs: net worth Rs 25 cr (2018 amendment); Reg 22 bars rating securities of promoter; D = default,https://www.sebi.gov.in/legal/regulations/,
FIN-A-C,FINA-130,confirmed,Depositories Act: s.9 fungibility; s.10 rights of depository & beneficial owner; s.14 opt out; s.16 indemnity,https://www.indiacode.nic.in/handle/123456789/1943,
FIN-A-C,FINA-131,confirmed,s.10(1) depository deemed registered owner for transfer; s.10(2) no voting rights; s.10(3) BO rights; s.9 no distinctive numbers; registration with SEBI (s.12 SEBI Act / s.3),https://www.indiacode.nic.in/handle/123456789/1943,
FIN-A-C,FINA-137,confirmed,"FDI: private banks 74% (49% auto); PSBs 20% Govt; multi-brand retail 51% Govt; defence 74% auto, beyond Govt",https://www.dpiit.gov.in/static/uploads/2026/03/b9da5830b052c2f2d788593e97d07c63.pdf,
FIN-A-C,FINA-138,confirmed,Press Note 2 (2026) of 15 Mar 2026 restates para 3.1.1: entity or citizen of a land-border country invests only under Government route (beneficial ownership <10% without control may use automatic route); lottery/gambling prohibited; telecom 100% auto; news print media 26% Govt,https://www.dpiit.gov.in/static/uploads/2026/03/b9da5830b052c2f2d788593e97d07c63.pdf,"Key correct. Ref should add Press Note 2 (2026), which replaced the PN3 (2020) text (narrowed to 'citizen of', added 10% beneficial-ownership threshold) - statement 1 as worded remains true."
FIN-A-C,FINA-139,confirmed,"FEMA s.13(1): up to thrice sum involved or up to Rs 2 lakh if not quantifiable; continuing up to Rs 5,000/day",https://www.indiacode.nic.in/handle/123456789/1988,
FIN-A-C,FINA-140,confirmed,"FEMA s.5 current account with reasonable restrictions; s.6 (amended, effective 15 Oct 2019) RBI debt / Central Govt non-debt; LRS USD 2,50,000 per FY; s.15 compounding allowed",https://www.indiacode.nic.in/handle/123456789/1988,
FIN-A-C,FINA-143,confirmed,"FSDC: non-statutory, set up Dec 2010 by GoI resolution, chaired by FM; sub-committee chaired by RBI Governor",https://dea.gov.in/financial-stability-and-development-council,
FIN-A-C,FINA-145,confirmed,"RBI FI-Index weights Access 35%, Usage 45%, Quality 20%; 64.05",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52142,
FIN-A-C,FINA-146,confirmed,"FI-Index 0-100, no base year, published annually in July; PMJJBY = life cover Rs 2 lakh at Rs 436; PMSBY accident Rs 20; APY excludes income-tax payers from 1 Oct 2022",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=52142,
FIN-A-C,FINA-149,confirmed,"Fund of Funds for Startups managed by SIDBI; invests in SEBI-registered AIFs, not directly in startups",https://www.startupindia.gov.in/content/sih/en/government-schemes/fund-of-funds-for-startups.html,
FIN-A-C,FINA-151,confirmed,Anchor top-up (326-320) x 1.80 cr = Rs 10.80 cr; lock-in 50% 30 days / 50% 90 days,https://taxguru.in/sebi/sebi-issue-capital-disclosure-requirements-third-amendment-regulations-2025.html,
FIN-A-C,FINA-159,confirmed,"IT Act 1961 s.91 (applies to FY 2024-25): relief = doubly taxed income x lower of Indian and foreign average rate; 6,00,000 x 21.45% = 1,28,700",https://www.incometaxindia.gov.in/w/section-91,"Key correct given stem data. Minor: the stated Indian tax Rs 5,14,800 on Rs 24 lakh does not match either FY 2024-25 regime (old Rs 5,53,800; new Rs 4,26,400) - harmless as given, but could say 'assume'."
FIN-A-C,FINA-160,confirmed,"STT levied under Ch VII Finance (No.2) Act 2004, administered by CBDT; customs/excise/GST cess under CBIC",https://www.incometaxindia.gov.in/Pages/acts/finance-no2-act-2004.aspx,
FIN-A-C,FINA-162,confirmed,GSTR-1 outward supplies (s.37); GSTR-3B summary return & payment (s.39); GSTR-8 ECO TCS (s.52); GSTR-9 annual (s.44),https://cbic-gst.gov.in/gst-acts.html,
FIN-A-C,FINA-163,confirmed,"s.52 TCS on net value of taxable supplies (less returns), excluding s.9(5) supplies; rate 0.5% (0.25+0.25 / 0.5 IGST) w.e.f. 10 Jul 2024 (Notfn 15/2024-CT); total 19,500",https://cbic-gst.gov.in/gst-acts.html,
