row_type,row_id,paper_year,question_number_or_topic_id,text_preview,flags,sample_reason,decision,notes,assign_topic_id,difficulty,stimulus_preview,paper_id,section,current_primary_topic_id,apply_result,apply_detail
tag,44e62929-1fac-47ed-80b1-7aac1043f020,2024,7571611f-335f-419f-bb07-46408833d294,Wrong-term series,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,e71c5f08-fbd0-4533-bf5b-3a0662cfe43d,2024,7571611f-335f-419f-bb07-46408833d294,Wrong-term series,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,671886d0-20f7-4131-b872-e40e3725c81e,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,82755b16-a47e-485c-a6ff-37cb5809e61e,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,0a73dd6a-b443-41a8-88c3-e6fa7b140c11,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,c9a2dbf8-9df2-4b08-94b2-34acfb2b0300,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,673e84d0-ca8c-4a90-a36c-f9ec7ad8586b,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,967a79a9-5506-4234-8fcb-670a67cb2281,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,651a6511-fbf1-4327-a9de-181b1fb73be4,2024,75d64ae7-691e-4226-9c46-05d217805e7d,Statement and inference,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,1b604198-6b71-4962-95ee-e6e2610415f8,2024,75f89786-112e-4d19-ace5-a941f8fe577b,International organisations and groupings,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,94eeb17c-30c7-4318-a35f-b3ac068d4936,2024,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,"Development financial institutions — NABARD, SIDBI, NHB, NaBFID, EXIM",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,36ca8c9b-2b38-49ee-bd12-ab6ce82fb98d,2024,7bf9193a-dfbb-4626-8876-d7821016029b,Scale-based regulation of NBFCs,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,07ef4527-fd49-468e-ab00-4703dc79544a,2024,7bf9193a-dfbb-4626-8876-d7821016029b,Scale-based regulation of NBFCs,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,6476e29d-cd30-41e7-8dba-84499c9b4e0b,2024,7e1e6fc8-4e40-4e18-bfb7-660c80143603,"RBI Act 1934 — constitution, note issue, functions",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,68dd476f-4517-4ccc-aaba-9ba306374730,2024,85494d30-76ae-44b5-a20d-e7689645f374,Recent central legislation and statutory penalties,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,0afd623f-b1dd-46a2-a472-82f02f5b639d,2024,8e5aa145-440d-4db7-a3f4-9ee6e4aed196,Sports terminology and Indian sporting history,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,de4d57df-e539-4b65-855c-68b5e08296e5,2024,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,Row with unknown number of persons,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,1800b802-d6a2-4aa2-80ad-49e9d1070433,2024,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,Row with unknown number of persons,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,f2d0961a-8e9e-48ca-bf05-a319288c795c,2024,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,Row with unknown number of persons,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,73afb273-c05f-4c56-8185-77551207d21d,2024,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,Row with unknown number of persons,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,079ee683-744d-499b-b59e-f3513290330c,2024,8f2e1cb0-8b2b-4ffc-a0fb-9cfec07c69c9,Row with unknown number of persons,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,b1a84be0-a522-4f2a-9cad-e14cec77bd44,2024,8f704fc7-27d2-45f4-aa1d-80c9e028efe3,Agriculture and rural energy schemes,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,ca0e712b-fe26-41ef-8efa-9b4c6af760ae,2024,8f704fc7-27d2-45f4-aa1d-80c9e028efe3,Agriculture and rural energy schemes,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,d51e7f0e-7045-4e1e-a253-29249da314e5,2024,8f704fc7-27d2-45f4-aa1d-80c9e028efe3,Agriculture and rural energy schemes,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,4224ce0c-4e22-4f1e-9be3-f50a3302c4a5,2024,93f445b2-4db4-45b1-acc5-b1bb8c21dc17,Box and stack puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,fa33567c-dc79-4b68-a7b8-eb1e327c2c64,2024,993efa09-2f9d-42be-a0b3-b6c912e0f07c,Possibility conclusions,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,81d17430-64f2-4414-8e8c-a026ff71a4f6,2024,993efa09-2f9d-42be-a0b3-b6c912e0f07c,Possibility conclusions,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,c940b367-ac59-4cf0-99b0-637579cef690,2024,993efa09-2f9d-42be-a0b3-b6c912e0f07c,Possibility conclusions,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,93b83654-f34d-45ac-b8aa-0823f36d9747,2024,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,Sentence-level correctness selection,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,5df76116-316a-4a0a-817b-14a3a8a17f00,2024,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,Sentence-level correctness selection,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,1f5530da-2da8-4c61-aa7c-1cac8271bbad,2024,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,Sentence-level correctness selection,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,0a9527bc-bc44-4efe-876c-b5707f1cd4cb,2024,9cc0f630-ab4f-4a0a-b5b2-9212f18af346,Sentence-level correctness selection,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,e5caf036-69e0-41fb-8bdc-0bb879273398,2024,9dd02f97-b76e-4e51-95fe-cd68265df28c,Computing and artificial intelligence,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,4de7ebed-4224-4a87-bab5-ce17d5639cd9,2024,9ea559c5-2c7b-49b4-8ab0-98938fd471df,Simple and compound interest,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,1c996e01-f923-4ab2-a4ea-bee51eebdf6f,2024,a3ea6cd9-eb80-4bf0-a4fd-3043d8749d00,FEMA framework and Master Directions,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,40279d89-fc11-4e73-a2f7-a29cfaabf5ae,2024,a5ece133-4cad-4641-8caa-5e593c34e888,Simultaneous equations from word conditions,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,abfe2706-366c-4eb3-90dc-11a4a88d7226,2024,a5f18325-af4e-4040-95ca-5007d0ed75ab,"Direct vs indirect monetary instruments — OMO, CRR, SLR, repo, MSF",,spot_check,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,5c4a6741-a3aa-484d-b5f2-9f9dbb5857ed,2024,afc33796-d20d-4103-a4d0-f88f8e3e1087,Environmental clearance and industrial approvals,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,977fdb62-2d78-47de-b9ce-e47dea1a644e,2024,b2b889f0-5310-23a4-a50c-daa504f0afe7,Logical Order,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,19b8ee29-e5ef-4105-9c17-7cf42b5325c5,2024,b2b889f0-5310-23a4-a50c-daa504f0afe7,Logical Order,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,85ba3ba1-4407-434a-8edf-12e7e89ee42e,2024,b2b889f0-5310-23a4-a50c-daa504f0afe7,Logical Order,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,34a111bb-44a0-4d60-8e3e-43fe4b36e138,2024,b2b889f0-5310-23a4-a50c-daa504f0afe7,Logical Order,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,c24ac9c4-a89b-4a4b-9359-7eabd0655063,2024,b2e396d9-e67b-4242-904e-7424662e7615,Circular arrangement — mixed facing,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,5dd9d91a-40a9-4926-83c6-9d9835be16cb,2024,b40455eb-5470-4a6a-a540-db75843698ba,Research analyst and investment adviser regulations,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,dd04dc61-4e3c-4e18-81a4-e7e95fa330bc,2024,b7d5ee3a-d1b6-475b-a7fc-7e8c8441792b,Comparative government and world legislatures,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,eabbd4b3-4b64-44ec-bdb4-506625b35033,2024,bb343a30-e26e-474a-9ab7-6ecab8e6931b,Partnership and profit sharing,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,9e436c7c-1227-411f-8a92-b86324189d56,2024,bd20e212-5d6f-44c3-bddf-daede6e0516f,Credit rating agencies and sovereign ratings,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,c090aab2-320f-4a7b-bd99-10c568d07a22,2024,bf9142fc-f9fd-49e5-85ba-1431680791e5,Comparison and ordering by attribute,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,1ae4aea4-3113-4b28-ba3d-b62119bdffc8,2024,bf9142fc-f9fd-49e5-85ba-1431680791e5,Comparison and ordering by attribute,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,e20dc21f-57ed-4a15-b644-c222ee0e4551,2024,bf9142fc-f9fd-49e5-85ba-1431680791e5,Comparison and ordering by attribute,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,9f3fa34f-4ca6-4b55-9645-2a6ef7c74061,2024,c18d927f-2eab-49db-b302-a017cf1f2193,Word interchange within a sentence,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,fd6360d7-ee97-49af-9a0a-03ec437cd495,2024,c18d927f-2eab-49db-b302-a017cf1f2193,Word interchange within a sentence,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,29c6f0f8-316f-49f2-89a7-d8b5549dc8d0,2024,c18d927f-2eab-49db-b302-a017cf1f2193,Word interchange within a sentence,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,301a08fc-f5c9-4dbe-a5bc-2a938e8c61e1,2024,c2079ba4-41e3-4db0-908b-a6fd4a550cab,Proportional division of quantities,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,71ac96b7-f6ce-481b-bb9e-4f88b021aeaa,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,fc9f9d07-245d-4137-bde2-219c953598b5,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,ef5ee051-2964-463e-8355-b8deb44d10fa,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,spot_check,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,ca926de2-42ec-4b63-832b-9ba130d293b9,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,c6315cf0-6d34-4d56-891b-6fab32ab8f0f,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,911fad68-a503-448a-b49b-11e71aa1a89c,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,16773bb6-8d46-411b-a364-a827ce10d6e0,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7018a33a-f658-4b2b-8351-4f693b02b947,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,3344ad0b-96ef-4e80-b63e-e9d5ddde0e0e,2024,c26f0386-26ac-4035-96d6-3522f658cb19,Floor and flat double-variable puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7389b1c3-6c5f-4533-8626-425de941d608,2024,c542e271-f9eb-4304-a2fb-6ca4471c6cc1,Schedules of the Constitution,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,0eb27e64-647a-4e7c-9679-07d46117b976,2024,c5d44e15-072a-4557-ad7d-f61221fe61c7,Volume and surface area of solids,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,7391e5a3-b6a4-4208-89d7-400de74f8c56,2024,cd574056-f811-4f7b-8fdd-a4e37d0c9772,"Ages — present, past and future",,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,2a657181-2ee2-4fde-bbba-5f2d521f1ed6,2024,d189707d-212b-4d57-a1b7-5a240aeb97cb,"Asset classification, NPA and divergence disclosure",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,8da2c78a-8fa9-4dd9-9589-b2c523927e97,2024,d1979e85-7942-4fdd-a5fa-b1d2e29f5977,Boats and streams,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,67913332-0f1e-4049-9709-84c54d052cc2,2024,da8b77aa-4e53-4876-be17-f8f96e1f2913,Category and attribute matching puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,fb7d41a3-b386-4438-8aed-84d9c72ef1f9,2024,da8b77aa-4e53-4876-be17-f8f96e1f2913,Category and attribute matching puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,65c2ef01-6ad0-4ccc-88d8-90ae96c1dcfd,2024,da8b77aa-4e53-4876-be17-f8f96e1f2913,Category and attribute matching puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,a8ba88b7-29c0-41e7-b686-5603404b7778,2024,da8b77aa-4e53-4876-be17-f8f96e1f2913,Category and attribute matching puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,e5ffc38c-3f58-4461-b74c-b824153c9f80,2024,da8b77aa-4e53-4876-be17-f8f96e1f2913,Category and attribute matching puzzle,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,2986eea6-9e88-453b-a0b8-f8259c81042f,2024,dad69132-676d-4a7b-be3d-1da364bd36f9,Arithmetic operation machine,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,843ab4dd-7d0b-4aa7-bf41-cc60c0737425,2024,e2fc8cb4-eb3e-41dc-b14d-70ea45e8ad4d,Average speed and journey segments,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,269a471f-1d81-4954-99f4-fce66b42589a,2024,e6ae56a5-8fb5-4dab-a838-59ac2c665fc0,Basel norms and capital adequacy,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,skipped,no decision
tag,54a8e5e1-d1bc-458e-8e22-36405c6ada6b,2024,e7dfdb22-8ee7-445d-9f0a-e27ccf215314,Letter-to-symbol coding,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,7b551136-4c0d-4101-a9a6-41328c0fa74c,2024,eccadce1-2c9a-4672-9eef-65ee4bfaeb84,Course of action,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,55fa0fc9-7c00-46fa-9d16-7bd7fdbc477c,2024,eedab1ad-56e1-4f9a-bf27-e6b077af1760,"GST — supply, input tax credit, zero-rated, exports",,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,a3c690de-6892-408d-aae2-f402a11e338b,2024,f0e0d76d-38ed-4b29-85db-ae678611b715,Data sufficiency,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Quantitative Aptitude,,skipped,no decision
tag,0144daa7-b05b-407f-820a-868390eed914,2024,f4ab61e2-cadf-4686-a1c5-50554463f230,Meaning of an idiom in context,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,f31d5705-ec79-4304-adcd-6019142603c0,2024,f4ab61e2-cadf-4686-a1c5-50554463f230,Meaning of an idiom in context,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,9b7768dd-9a0e-433e-adbf-cf3b1fe9a23e,2024,f4ab61e2-cadf-4686-a1c5-50554463f230,Meaning of an idiom in context,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,47ee590a-ff2e-42c6-b321-581c00ff92d0,2024,f56288ef-a26d-402b-9dc1-f1d4e141968e,Payment banks and differentiated banks,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,b6a6275e-80d4-4fd0-8d3f-5d6fb93a8dbd,2024,f56288ef-a26d-402b-9dc1-f1d4e141968e,Payment banks and differentiated banks,,,verified,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,General Awareness,,verified,
tag,f46049e9-6209-493e-b91b-a222f6b49afa,2024,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,Square and rectangular arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,98fde605-b15f-4258-87d3-b770d50077b0,2024,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,Square and rectangular arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,acd03439-c9e0-4e32-9386-c18a41d7eeb5,2024,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,Square and rectangular arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,de441417-c62f-449a-9228-94f1c984e58a,2024,fbcc6e0e-45b8-4e93-88ab-38bb435e0ec8,Square and rectangular arrangement,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,35d6a551-96c0-4769-b8d6-711f882f899b,2024,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,Statement and assumption,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,5f2f364b-d42f-42d1-9618-a6f0a704e2b8,2024,fc3e9289-0478-4a6c-a0e8-1f6f3f79f82a,Statement and assumption,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,Reasoning,,skipped,no decision
tag,a95e7deb-b034-4fb1-925f-aac761c4209a,2024,fd797be4-4857-4885-a456-52d9ce38df94,Connector-based completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
tag,f24ad324-5eb5-4989-9056-a88539954f00,2024,fd797be4-4857-4885-a456-52d9ce38df94,Connector-based completion,,,,,,,,ba80e989-e6a2-46e2-98da-8da5966e16bf,English Language,,skipped,no decision
